long_east_deg,lat_north_deg,altitude_m,radius_m,roughness_rms_m
137.30403,-4.654,-4470.13,3391162.4,3.4217243796232477
137.30337,-4.6591,-4471.39,3391160.84,2.6568824835421547
137.30271,-4.6642,-4472.23,3391159.71,1.6348251966850038
137.30205,-4.6693,-4471.63,3391160.01,2.090952003679253
137.30139,-4.6744,-4472.96,3391158.38,3.495340665277231
137.30073,-4.6795,-4476.74,3391154.3,4.847987995470519
137.30007,-4.6846,-4471.75,3391158.99,5.1943205938293895
137.29941,-4.6896,-4473.7,3391156.74,4.920316722905051
137.29874,-4.6947,-4460.77,3391169.37,5.3390540753105755
137.29814,-4.6998,-4455.61,3391174.22,5.619937819096797
137.2975,-4.7049,-4459.13,3391170.4,6.0723240669177505
137.29685,-4.71,-4467.42,3391161.81,6.009621950055269
137.2962,-4.7151,-4458.63,3391170.3,6.469594718221187
137.29555,-4.7202,-4449.02,3391179.61,5.494002091314836
137.29491,-4.7253,-4439.69,3391188.64,2.405629756146018
137.29426,-4.7304,-4428.26,3391199.77,2.018384103737554
137.29361,-4.7354,-4414.86,3391212.87,2.833355802665912
137.29296,-4.7405,-4398.22,3391229.21,3.8008215136656056
137.29231,-4.7456,-4390.13,3391237.0,6.27375453401466
137.29167,-4.7507,-4369.24,3391257.59,5.153199837744201
137.29102,-4.7558,-4348.61,3391277.92,5.2613989955818985
137.29037,-4.7609,-4317.88,3391308.35,8.109846881380776
137.28972,-4.766,-4303.72,3391322.21,9.757308199663086
137.28907,-4.7711,-4296.73,3391328.9,7.58794327104037
137.28843,-4.7762,-4294.21,3391331.12,13.005741188805787
137.28778,-4.7813,-4288.31,3391336.72,12.317732732546588
137.28713,-4.7863,-4273.93,3391350.8,12.98808458810208
137.28648,-4.7914,-4330.16,3391294.27,16.530235064695557
137.28584,-4.7965,-4303.35,3391320.78,19.4479057746801
137.28457,-4.8067,-4266.85,3391356.66,25.091494804524736
137.28392,-4.8118,-4246.51,3391376.7,22.474730189086984
137.28326,-4.8169,-4189.61,3391433.29,24.266326823116792
137.28261,-4.822,-4139.94,3391482.66,25.552340329570743
137.28195,-4.8271,-4078.67,3391543.63,30.49406756429496
137.2813,-4.8322,-4052.85,3391569.14,35.3048363829574
137.28064,-4.8372,-4027.54,3391594.15,30.99895871792608
137.27999,-4.8423,-4023.82,3391597.57,25.948012182639356
137.27933,-4.8474,-3973.96,3391647.12,31.79443732921018
137.27868,-4.8525,-3959.75,3391661.03,42.00132171437621
137.27802,-4.8576,-3869.5,3391750.97,43.465814105491425
137.27737,-4.8627,-3815.64,3391804.53,26.06089496296491
137.27671,-4.8678,-3709.3,3391910.57,28.09764157850625
137.27606,-4.8729,-3676.5,3391943.06,34.13478726142624
