long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg,roughness_rms_m,nasa_score,rf_score,sim_score,nasa_pred,rf_pred,sim_pred,consensus_count,consensus_category
322.03397,-0.6408,-4066.3,3391277.35,5.379526102736548,13.054973714861132,0.12625701788143665,0.31,-0.5552539209852959,0,0,0,0,all_reject
322.0333,-0.6357,-4056.97,3391286.71,4.644232436618294,15.633228211474306,0.06862929070289987,0.305,-0.5552539209852959,0,0,0,0,all_reject
322.03264,-0.6306,-4044.5,3391299.22,4.1554247862180524,16.294311216006108,0.05944414980374305,0.31,-0.5552539209852959,0,0,0,0,all_reject
322.03197,-0.6255,-4021.49,3391322.26,3.742020563501302,14.953550414162748,0.09579895699093088,0.325,-0.5552539209852959,0,0,0,0,all_reject
322.03131,-0.6204,-4019.67,3391324.11,4.846242046785881,20.204251598598084,0.01421793499071962,0.32,-0.5552539209852959,0,0,0,0,all_reject
322.03065,-0.6153,-4006.81,3391337.0,7.21452272957645,27.87513900732754,0.00030147349484553506,0.325,-0.5552539209852959,0,0,0,0,all_reject
321.97675,-0.2039,-3476.25,3391869.59,3.903894107307148,6.537128794895359,0.8967467172417146,0.365,-0.3013798059583666,1,0,0,1,minority_accept
321.97608,-0.1988,-3480.96,3391864.89,3.7973010339083326,8.21892264314303,0.7389317873346756,0.345,-0.31391145555976213,1,0,0,1,minority_accept
321.97541,-0.1937,-3499.15,3391846.72,3.794740864725623,8.937326324202107,0.6342318370146435,0.345,-0.338125130560084,1,0,0,1,minority_accept
321.97474,-0.1886,-3523.28,3391822.61,3.573884649184397,10.022827072609276,0.4779379289171716,0.335,-0.3675362465530485,0,0,0,0,all_reject
321.97407,-0.1836,-3541.08,3391804.83,2.909500533801621,10.504226735949665,0.41906194701252447,0.345,-0.3780657869321333,0,0,0,0,all_reject
321.9734,-0.1785,-3549.84,3391796.09,2.160450974687256,7.516136780728688,0.8479892420358321,0.385,-0.34057810872622046,1,0,0,1,minority_accept
321.97273,-0.1734,-3561.15,3391784.8,1.77728264606449,4.244074172447261,0.9882358744416861,0.39,-0.3202990753685056,1,0,0,1,minority_accept
321.97206,-0.1683,-3563.25,3391782.72,1.7081427343584692,4.023032331208238,0.9898152084689622,0.39,-0.320801918548584,1,0,0,1,minority_accept
321.97139,-0.1633,-3572.03,3391773.95,1.7777843486289144,4.258057880016849,0.9882056096372489,0.39,-0.331610602856422,1,0,0,1,minority_accept
321.97072,-0.1582,-3572.57,3391773.43,1.944099505156853,4.989115911268629,0.9799207815286889,0.38,-0.33803310014097615,1,0,0,1,minority_accept
321.97005,-0.1531,-3573.41,3391772.61,2.2041193884576225,5.867573314641666,0.9587741754869487,0.375,-0.3483319964383639,1,0,0,1,minority_accept
321.96938,-0.1481,-3589.31,3391756.73,3.099283636332568,10.36443932634186,0.4365450031337785,0.34,-0.4237735625118602,0,0,0,0,all_reject
321.96871,-0.143,-3605.66,3391740.4,4.285034821980439,11.065963371235688,0.32890316744711917,0.33,-0.4774601265534669,0,0,0,0,all_reject
321.96804,-0.1379,-3624.89,3391721.19,5.16365484077808,8.63905316750578,0.5233474554915283,0.325,-0.5044526842834826,1,0,0,1,minority_accept
321.96737,-0.1328,-3654.32,3391691.77,5.7443055036196125,6.951452585072785,0.5131564592021243,0.325,-0.5527982316838423,1,0,0,1,minority_accept
321.96671,-0.1278,-3683.62,3391662.49,6.67756622812604,7.366872035716827,0.2795442436989318,0.325,-0.5552539209852959,0,0,0,0,all_reject
321.96604,-0.1227,-3711.14,3391634.99,8.44676655845022,8.415837822148635,0.07365498428654331,0.325,-0.5552539209852959,0,0,0,0,all_reject
321.96537,-0.1176,-3744.63,3391601.52,8.08939307116624,8.614084766985732,0.08966691443818924,0.315,-0.5552539209852959,0,0,0,0,all_reject
