long_East,lat_North,topography, MOLArange,  planet_rad, c,A,  Ephermis Time,            UTC,          Orbit
000.88727,  0.99740,   -1176.10, 384716.33,  3394456.04,1,0, -25881219.00669,1999-03-07T22:45:16.808,  1668
000.88661,  0.99230,   -1176.43, 384713.69,  3394455.76,1,0, -25881218.90668,1999-03-07T22:45:16.908,  1668
000.88536,  0.98210,   -1159.14, 384690.44,  3394473.14,1,0, -25881218.70668,1999-03-07T22:45:17.108,  1668
000.88471,  0.97700,   -1165.12, 384693.44,  3394467.21,1,0, -25881218.60667,1999-03-07T22:45:17.208,  1668
000.88341,  0.96680,   -1171.42, 384693.77,  3394461.00,1,0, -25881218.40666,1999-03-07T22:45:17.408,  1668
000.88276,  0.96170,   -1177.41, 384696.79,  3394455.06,1,0, -25881218.30666,1999-03-07T22:45:17.508,  1668
000.88211,  0.95660,   -1178.63, 384695.03,  3394453.88,1,0, -25881218.20666,1999-03-07T22:45:17.608,  1668
000.88146,  0.95150,   -1178.58, 384692.02,  3394453.98,1,0, -25881218.10665,1999-03-07T22:45:17.708,  1668
000.88081,  0.94630,   -1177.33, 384687.78,  3394455.27,1,0, -25881218.00665,1999-03-07T22:45:17.808,  1668
000.88016,  0.94120,   -1179.52, 384686.98,  3394453.13,1,0, -25881217.90665,1999-03-07T22:45:17.908,  1668
000.87951,  0.93610,   -1179.49, 384683.98,  3394453.20,1,0, -25881217.80664,1999-03-07T22:45:18.008,  1668
000.87886,  0.93100,   -1172.16, 384673.68,  3394460.58,1,0, -25881217.70664,1999-03-07T22:45:18.108,  1668
000.87821,  0.92590,   -1173.55, 384672.08,  3394459.23,1,0, -25881217.60663,1999-03-07T22:45:18.208,  1668
000.87756,  0.92080,   -1177.61, 384673.16,  3394455.22,1,0, -25881217.50663,1999-03-07T22:45:18.308,  1668
000.87691,  0.91570,   -1185.94, 384678.53,  3394446.93,1,0, -25881217.40663,1999-03-07T22:45:18.408,  1668
000.87626,  0.91060,   -1191.84, 384681.45,  3394441.08,1,0, -25881217.30662,1999-03-07T22:45:18.508,  1668
000.87561,  0.90550,   -1194.00, 384680.61,  3394438.97,1,0, -25881217.20662,1999-03-07T22:45:18.608,  1668
000.87496,  0.90040,   -1194.10, 384677.73,  3394438.91,1,0, -25881217.10662,1999-03-07T22:45:18.708,  1668
000.87431,  0.89530,   -1191.42, 384672.07,  3394441.64,1,0, -25881217.00661,1999-03-07T22:45:18.808,  1668
000.87366,  0.89020,   -1186.66, 384664.35,  3394446.44,1,0, -25881216.90661,1999-03-07T22:45:18.908,  1668
000.87240,  0.88000,   -1171.09, 384642.82,  3394462.10,1,0, -25881216.70660,1999-03-07T22:45:19.108,  1668
000.87174,  0.87490,   -1177.55, 384646.33,  3394455.68,1,0, -25881216.60659,1999-03-07T22:45:19.208,  1668
000.87108,  0.86980,   -1177.13, 384642.93,  3394456.14,1,0, -25881216.50659,1999-03-07T22:45:19.308,  1668
000.87042,  0.86470,   -1180.88, 384643.69,  3394452.43,1,0, -25881216.40659,1999-03-07T22:45:19.408,  1668
000.86976,  0.85960,   -1182.64, 384642.47,  3394450.71,1,0, -25881216.30658,1999-03-07T22:45:19.508,  1668
000.86910,  0.85450,   -1184.86, 384641.74,  3394448.53,1,0, -25881216.20658,1999-03-07T22:45:19.608,  1668
000.86844,  0.84940,   -1193.86, 384647.77,  3394439.57,1,0, -25881216.10657,1999-03-07T22:45:19.708,  1668
000.86778,  0.84430,   -1203.17, 384654.09,  3394430.30,1,0, -25881216.00657,1999-03-07T22:45:19.808,  1668
000.86712,  0.83920,   -1201.23, 384649.18,  3394432.28,1,0, -25881215.90657,1999-03-07T22:45:19.908,  1668
000.86646,  0.83410,   -1197.57, 384642.55,  3394435.98,1,0, -25881215.80656,1999-03-07T22:45:20.008,  1668
000.86580,  0.82900,   -1190.30, 384632.30,  3394443.29,1,0, -25881215.70656,1999-03-07T22:45:20.108,  1668
000.86514,  0.82390,   -1184.38, 384623.40,  3394449.25,1,0, -25881215.60656,1999-03-07T22:45:20.208,  1668
000.86448,  0.81880,   -1178.73, 384614.77,  3394454.94,1,0, -25881215.50655,1999-03-07T22:45:20.308,  1668
000.86382,  0.81370,   -1158.94, 384592.00,  3394474.77,1,0, -25881215.40655,1999-03-07T22:45:20.408,  1668
000.86317,  0.80860,   -1173.04, 384603.15,  3394460.71,1,0, -25881215.30654,1999-03-07T22:45:20.508,  1668
