long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg
354.59468,-1.7428,-1424.48,3394116.37,
354.59401,-1.7377,-1424.93,3394116.01,
354.59335,-1.7327,-1426.23,3394114.8,
354.59269,-1.7276,-1426.29,3394114.82,
354.59203,-1.7225,-1427.05,3394114.15,
354.59136,-1.7174,-1428.39,3394112.9,
354.59072,-1.7123,-1429.57,3394111.8,
354.59006,-1.7072,-1431.49,3394109.96,
354.58939,-1.7021,-1431.21,3394110.32,
354.58872,-1.6971,-1432.04,3394109.57,
354.58806,-1.692,-1433.68,3394108.01,
354.58739,-1.6869,-1435.3,3394106.47,
354.58672,-1.6818,-1436.11,3394105.74,
354.58606,-1.6767,-1438.38,3394103.56,
354.58539,-1.6717,-1440.42,3394101.6,
354.58472,-1.6666,-1440.84,3394101.26,
354.58406,-1.6615,-1440.25,3394101.93,
354.58339,-1.6564,-1439.62,3394102.64,
354.58272,-1.6514,-1441.1,3394101.24,
354.58139,-1.6412,-1443.59,3394098.92,
354.58072,-1.6361,-1442.28,3394100.31,0.05081052295060605
354.58005,-1.631,-1440.46,3394102.21,0.04284730168861878
354.57939,-1.626,-1440.17,3394102.58,0.07165322477784648
354.57872,-1.6209,-1441.68,3394101.15,0.14710192367969496
354.57805,-1.6158,-1443.58,3394099.33,0.18768954339242175
354.57737,-1.6107,-1444.4,3394098.6,0.19913422801139977
354.57671,-1.6057,-1443.88,3394099.19,0.191944598661214
354.57604,-1.6006,-1443.85,3394099.3,0.20484725725683905
354.57537,-1.5955,-1444.09,3394099.14,0.2325834748531579
354.5747,-1.5904,-1444.4,3394098.9,0.2775296101048801
354.57403,-1.5854,-1445.28,3394098.1,0.30432155147834344
354.57336,-1.5803,-1444.68,3394098.77,0.3600474791346752
354.57269,-1.5752,-1444.05,3394099.48,0.40553044585551296
354.57202,-1.5701,-1442.56,3394101.05,0.3962519287465921
354.57135,-1.5651,-1440.72,3394102.96,0.33459098711286095
354.57068,-1.56,-1440.82,3394102.94,0.231177004060952
354.57001,-1.5549,-1441.06,3394102.77,0.10084381577260618
354.56934,-1.5498,-1440.78,3394103.13,0.1719537453414043
354.56868,-1.5447,-1439.65,3394104.34,0.18381360780877265
354.56801,-1.5397,-1438.33,3394105.73,0.18513667007129647
354.56734,-1.5346,-1437.61,3394106.53,0.18339473778245843
354.56667,-1.5295,-1437.64,3394106.57,0.19094072235521134
354.566,-1.5244,-1437.01,3394107.28,0.20325682240450743
354.56533,-1.5194,-1437.07,3394107.3,0.24889637612603438
354.56466,-1.5143,-1437.9,3394106.54,0.27879757234991165
354.56397,-1.5092,-1439.89,3394104.63,0.30431250945417776
354.56331,-1.5042,-1440.67,3394103.92,0.32028680919700353
354.56264,-1.4991,-1441.99,3394102.67,0.28296510242566214
354.56198,-1.494,-1443.86,3394100.87,0.2519491206181091
354.56131,-1.4889,-1446.13,3394098.67,0.23841347518094105
354.56065,-1.4838,-1442.55,3394102.32,0.18723929308663237
354.55998,-1.4788,-1441.48,3394103.46,0.13252788049063075
354.55932,-1.4737,-1440.12,3394104.89,0.04061894551066524
354.55865,-1.4686,-1440.9,3394104.18,0.06639765535008214
354.55799,-1.4635,-1442.43,3394102.72,0.08362924928699932
354.55733,-1.4584,-1443.04,3394102.19,0.09765269634267341
354.55666,-1.4533,-1442.74,3394102.56,0.04243081431479029
354.556,-1.4483,-1441.52,3394103.85,
354.58746,-1.4508,-1440.48,3394105.29,0.22044362215430297
354.5868,-1.4559,-1440.65,3394105.04,0.2099422159872108
354.58614,-1.461,-1442.56,3394103.03,0.18690273411126296
354.58548,-1.4661,-1444.21,3394101.29,0.16099483580346083
354.58482,-1.4712,-1445.23,3394100.18,0.13771080065817304
354.58416,-1.4762,-1445.42,3394099.9,0.15224840733347117
354.58349,-1.4813,-1445.95,3394099.27,0.1977454621054953
354.58282,-1.4865,-1445.67,3394099.46,0.2355344075048756
354.58215,-1.4916,-1445.4,3394099.63,0.2560936738394142
354.58148,-1.4967,-1444.57,3394100.37,0.2915461706459598
354.58081,-1.5018,-1443.95,3394100.89,0.1931489888118784
354.58014,-1.5069,-1443.18,3394101.56,0.2689700129901598
354.57947,-1.512,-1442.27,3394102.38,0.27938219733273717
354.5788,-1.5171,-1440.91,3394103.64,0.27199903961648425
354.57813,-1.5222,-1439.78,3394104.68,0.23979650403651165
354.57747,-1.5273,-1438.4,3394105.96,0.22963498965398457
354.5768,-1.5324,-1438.74,3394105.53,0.21277546847381507
354.57613,-1.5375,-1440.06,3394104.11,0.20531043451039546
354.57546,-1.5426,-1441.23,3394102.85,0.18548051310644578
354.57479,-1.5477,-1440.57,3394103.41,0.1687681843560819
354.57412,-1.5528,-1441.46,3394102.42,0.12840182684954943
354.57345,-1.5579,-1441.07,3394102.72,0.08916895520840622
354.57278,-1.563,-1441.15,3394102.54,0.23482597638056607
354.57211,-1.5681,-1441.75,3394101.85,0.32891997696339564
354.57144,-1.5732,-1443.7,3394099.8,0.3833955777781697
354.57078,-1.5783,-1444.46,3394098.94,0.3974202892722964
354.57011,-1.5834,-1445.69,3394097.61,0.3594016423947692
354.56944,-1.5885,-1446.18,3394097.02,0.3139848721093833
354.56877,-1.5936,-1445.37,3394097.73,0.26174209415753547
354.5681,-1.5987,-1444.38,3394098.62,0.2224607279921828
354.56743,-1.6038,-1444.14,3394098.76,0.18928715288190992
354.56676,-1.6089,-1444.21,3394098.59,0.1740833518907691
354.56609,-1.614,-1444.35,3394098.34,0.1921573406634441
354.56542,-1.6191,-1444.39,3394098.2,0.20379662675565988
354.56476,-1.6242,-1442.89,3394099.6,0.17191116158480893
354.56409,-1.6293,-1441.19,3394101.2,0.14625045474910295
354.56342,-1.6344,-1442.35,3394099.94,0.13714282598405175
354.56275,-1.6395,-1442.5,3394099.69,0.11732496198136762
354.56208,-1.6446,-1443.97,3394098.11,0.09010388390012862
354.56141,-1.6497,-1444.73,3394097.25,0.060052825195420684
354.56074,-1.6548,-1444.44,3394097.44,0.20979805104904048
354.56007,-1.6599,-1442.4,3394099.38,0.292495394151222
354.5594,-1.665,-1440.05,3394101.63,0.36393814981321004
354.55873,-1.6701,-1435.67,3394105.91,0.2048212853986756
354.55807,-1.6752,-1438.11,3394103.37,0.12438439608535898
354.55677,-1.6854,-1439.3,3394101.98,0.014198895417180344
354.55612,-1.6904,-1436.03,3394105.14,0.12311547232048187
354.55547,-1.6955,-1437.32,3394103.75,0.12265093255729166
354.55483,-1.7006,-1437.32,3394103.64,0.057298107156682786
354.55418,-1.7057,-1436.55,3394104.3,0.09664517222599588
354.55353,-1.7108,-1436.37,3394104.38,0.14077109437670488
354.55288,-1.7159,-1434.83,3394105.81,0.22930061598823617
354.55224,-1.7209,-1433.75,3394106.79,0.33298164705066957
354.55159,-1.726,-1432.84,3394107.59,0.37496871226125117
354.55094,-1.7311,-1430.14,3394110.19,0.37510275811432897
354.55029,-1.7362,-1428.48,3394111.74,0.3753333708820899
354.54965,-1.7413,-1426.62,3394113.5,0.39495273501356487
354.549,-1.7464,-1424.13,3394115.88,0.3666731613111798
354.54835,-1.7515,-1423.02,3394116.89,0.29505232341074417
354.5477,-1.7565,-1420.79,3394119.01,0.3012681142064252
354.54706,-1.7616,-1419.78,3394119.91,0.3035748669469734
354.54641,-1.7667,-1419.09,3394120.5,0.2452753422354511
354.54576,-1.7718,-1417.62,3394121.86,0.20137488524495278
354.54512,-1.7769,-1417.7,3394121.68,0.2257776926836326
354.54382,-1.787,-1417.16,3394122.0,0.2822973254852285
354.54317,-1.7921,-1414.95,3394124.1,0.3357518947398977
354.54253,-1.7972,-1413.55,3394125.39,0.3991817871753738
354.54188,-1.8023,-1412.18,3394126.65,0.40054171022211515
354.54123,-1.8074,-1411.02,3394127.7,0.29603792143374386
354.54058,-1.8125,-1409.54,3394129.07,0.2274832060905605
354.53994,-1.8175,-1408.2,3394130.3,0.19434439924018554
354.53929,-1.8226,-1407.12,3394131.27,0.17220078783829237
354.53864,-1.8277,-1405.74,3394132.54,0.1565025073830777
354.53799,-1.8328,-1404.94,3394133.22,0.1578652504077257
354.53735,-1.8379,-1404.38,3394133.67,0.1678086647153143
354.5367,-1.843,-1404.1,3394133.84,0.16152103156120148
354.53605,-1.848,-1403.02,3394134.81,0.15209590627258976
354.5354,-1.8531,-1402.61,3394135.11,0.15212106614052817
354.53476,-1.8582,-1402.32,3394135.29,0.1809520832660884
354.53411,-1.8633,-1402.37,3394135.13,0.21253595853374213
354.53346,-1.8684,-1400.97,3394136.42,0.23520625449829263
354.53281,-1.8735,-1399.62,3394137.66,0.19733138970256275
354.53217,-1.8785,-1397.74,3394139.43,0.17819186151765837
354.53151,-1.8836,-1397.41,3394139.66,0.16382616280061355
354.53084,-1.8887,-1399.06,3394137.89,0.1754005637223561
354.53018,-1.8938,-1396.35,3394140.48,0.24622562248174
354.52952,-1.8989,-1395.45,3394141.27,0.3069391660140019
354.52886,-1.904,-1395.1,3394141.5,0.3860875906424949
354.5282,-1.909,-1392.16,3394144.32,0.4036547355377847
354.52754,-1.9141,-1388.85,3394147.52,0.4149082193892792
354.52688,-1.9192,-1387.83,3394148.42,0.4016194461668022
354.52621,-1.9243,-1385.23,3394150.9,0.3203360093387291
354.52555,-1.9294,-1382.64,3394153.38,0.2068459430633935
354.52489,-1.9345,-1382.4,3394153.5,0.08536355137540935
354.52423,-1.9396,-1381.64,3394154.15,0.019791358503993144
354.52357,-1.9446,-1382.93,3394152.74,0.13083598084101203
354.52291,-1.9497,-1384.73,3394150.82,0.14517947121973385
354.52225,-1.9548,-1386.0,3394149.44,0.1547210952831395
354.52158,-1.9599,-1385.72,3394149.6,0.11135110800347402
354.52092,-1.965,-1385.75,3394149.45,0.08314573163146913
354.52026,-1.9701,-1387.01,3394148.08,0.07853241810442639
354.5196,-1.9751,-1387.66,3394147.31,0.10096024144674627
354.51894,-1.9802,-1387.81,3394147.04,0.04934002477650784
354.51828,-1.9853,-1388.2,3394146.54,0.051843700232398204
354.51762,-1.9904,-1387.91,3394146.71,0.11125233803755155
354.51696,-1.9955,-1386.88,3394147.62,0.17295827636064304
354.51629,-2.0006,-1386.53,3394147.85,0.24883633695783525
354.51563,-2.0056,-1385.41,3394148.85,0.2777025222378466
354.51497,-2.0107,-1384.08,3394150.05,0.29731988506438384
354.51431,-2.0158,-1383.32,3394150.69,0.32940615299999165
354.51365,-2.0209,-1382.65,3394151.24,0.4203104697639727
354.51299,-2.026,-1382.7,3394151.07,0.46226832521926864
354.51233,-2.0311,-1381.67,3394151.98,0.4516662055655053
354.51166,-2.0361,-1383.26,3394150.27,0.5317981701026335
354.511,-2.0412,-1384.38,3394149.03,0.7481430146251254
354.51034,-2.0463,-1384.44,3394148.85,1.0875222883753082
354.50968,-2.0514,-1383.77,3394149.4,0.8717054784168811
354.50902,-2.0565,-1383.46,3394149.59,0.8511598348840849
354.50836,-2.0616,-1385.79,3394147.13,0.9494419648193048
354.5077,-2.0666,-1387.35,3394145.45,1.1150938171706595
354.50703,-2.0717,-1387.78,3394144.9,0.17993182037523867
354.50637,-2.0768,-1388.16,3394144.4,0.334355721974083
354.50571,-2.0819,-1387.53,3394144.91,0.4076706950179318
354.50506,-2.087,-1383.16,3394149.16,0.41723349696819595
354.5044,-2.0921,-1379.4,3394152.79,0.3532519096504028
354.50375,-2.0972,-1379.02,3394153.05,0.24749955062994633
354.50309,-2.1022,-1379.92,3394152.02,0.19100399587620115
354.50244,-2.1073,-1381.5,3394150.31,0.16804867352111066
354.50178,-2.1124,-1381.18,3394150.51,0.1341225027529851
354.50113,-2.1175,-1380.01,3394151.55,0.12299340005883921
354.50047,-2.1226,-1380.58,3394150.86,0.0793818109018756
354.49982,-2.1277,-1380.17,3394151.14,0.09647501587933664
354.49916,-2.1328,-1381.01,3394150.17,0.10851583938333118
354.49851,-2.1379,-1381.03,3394150.03,0.15884072542419064
354.49785,-2.143,-1381.49,3394149.44,0.24355639288637868
354.4972,-2.148,-1382.56,3394148.25,0.3405564911206372
354.49654,-2.1531,-1385.02,3394145.66,0.44844141511158636
354.49589,-2.1582,-1386.47,3394144.08,0.5364493232064427
354.49523,-2.1633,-1389.14,3394141.29,0.6210150701976295
354.49458,-2.1684,-1392.19,3394138.11,0.7056936061874438
354.49392,-2.1735,-1394.53,3394135.65,0.698893291533005
354.49327,-2.1786,-1396.82,3394133.23,0.7304950966510527
354.49261,-2.1837,-1399.49,3394130.43,0.8786403882554354
354.49196,-2.1888,-1403.77,3394126.02,1.0509461307627934
354.4913,-2.1938,-1408.67,3394120.99,1.206774004333663
354.49065,-2.1989,-1415.12,3394114.41,1.343905704546816
354.48999,-2.204,-1421.86,3394107.54,1.4345364277301453
354.48934,-2.2091,-1427.2,3394102.07,1.5904846494696188
354.48868,-2.2142,-1432.84,3394096.3,1.7788540142217122
354.48803,-2.2193,-1437.79,3394091.22,1.8917431116314203
354.48737,-2.2244,-1447.1,3394081.78,1.932340743243056
354.48672,-2.2295,-1452.51,3394076.24,1.8699552568805708
354.48606,-2.2346,-1452.2,3394076.42,2.072764118672657
354.48541,-2.2396,-1450.65,3394077.83,1.8533563798033492
354.48475,-2.2447,-1447.32,3394081.03,1.6605258292731204
354.48344,-2.2549,-1444.53,3394083.56,1.0599780487158892
354.48278,-2.26,-1445.31,3394082.65,0.8251029364041559
354.48213,-2.2651,-1446.57,3394081.26,0.6932041502091908
354.48147,-2.2702,-1448.0,3394079.7,0.6925719959600093
354.48082,-2.2753,-1448.77,3394078.8,0.7386948593257923
354.48016,-2.2804,-1447.02,3394080.42,0.8555768925824586
354.47951,-2.2854,-1444.04,3394083.27,1.062053887672553
354.47886,-2.2905,-1443.0,3394084.17,1.302358192863985
354.4782,-2.2956,-1443.4,3394083.63,1.3949039939349768
354.47755,-2.3007,-1445.0,3394081.89,1.3989309447973455
354.47689,-2.3058,-1447.33,3394079.43,1.4489866335886155
354.47624,-2.3109,-1446.58,3394080.04,1.5057688505143776
354.47558,-2.316,-1445.46,3394081.02,1.5848763852784025
354.47493,-2.3211,-1444.43,3394081.92,1.6685156255450972
354.47427,-2.3262,-1440.73,3394085.48,1.6598515760138302
354.47362,-2.3313,-1438.56,3394087.51,1.611964886675602
354.47296,-2.3364,-1438.62,3394087.32,1.5546394120348177
354.47231,-2.3415,-1438.19,3394087.61,1.4046244550954754
354.47165,-2.3466,-1438.32,3394087.35,1.3302755405419822
354.47099,-2.3517,-1439.75,3394085.78,1.3348594721713094
354.47034,-2.3568,-1442.17,3394083.22,1.5280075508926463
354.46968,-2.3619,-1448.56,3394076.7,1.632132579811034
354.46903,-2.367,-1461.41,3394063.71,1.359125803378049
354.46837,-2.3721,-1476.1,3394048.88,1.020971938084485
354.46772,-2.3772,-1472.8,3394052.05,1.0277299871303833
354.46706,-2.3823,-1460.82,3394063.89,0.9958982363371759
354.46641,-2.3874,-1456.26,3394068.31,0.5044987130795328
354.46575,-2.3925,-1458.61,3394065.83,0.22832913615680067
354.4651,-2.3976,-1462.44,3394061.86,0.5811570340284764
354.46444,-2.4027,-1466.99,3394057.16,0.7241141132561831
354.46379,-2.4078,-1470.79,3394053.22,0.8722369123120893
354.46313,-2.4129,-1474.9,3394048.97,0.897589656658634
354.46248,-2.418,-1478.82,3394044.91,0.8087072265373139
354.46182,-2.4231,-1483.24,3394040.35,0.7421849066219769
354.46117,-2.4282,-1486.28,3394037.16,0.7166584326976797
354.46051,-2.4333,-1486.66,3394036.64,0.6670729839029665
354.45986,-2.4384,-1487.53,3394035.63,0.5961131521506596
354.4592,-2.4435,-1489.49,3394033.53,0.523115147924153
354.01852,-1.4513,-1476.0,3394060.95,0.47071380294721005
354.01786,-1.4563,-1473.16,3394063.7,0.4120751371174991
354.01721,-1.4614,-1470.77,3394066.0,0.3525070318034794
354.01655,-1.4665,-1468.51,3394068.17,0.29770787062859
354.0159,-1.4717,-1467.31,3394069.29,0.18738252851878073
354.01525,-1.4768,-1467.21,3394069.3,0.017812799580056212
354.01459,-1.4819,-1467.47,3394068.95,0.03565639170315604
354.01394,-1.487,-1468.05,3394068.27,0.013442775367530246
354.01328,-1.4921,-1467.5,3394068.73,0.07579369916706719
354.01263,-1.4972,-1467.1,3394069.03,0.15723845240964415
354.01197,-1.5023,-1465.97,3394070.07,0.19507995485133053
354.01132,-1.5074,-1465.85,3394070.1,0.15504131093463105
354.01066,-1.5125,-1464.52,3394071.33,0.1102896421195357
354.01001,-1.5176,-1463.66,3394072.1,0.07640364314832802
354.00935,-1.5227,-1463.55,3394072.11,0.08856162348129205
354.0087,-1.5278,-1463.47,3394072.1,0.10195333274382479
354.00804,-1.5329,-1463.02,3394072.46,0.13790425322706407
354.00739,-1.538,-1461.67,3394073.71,0.1477299065498067
354.00673,-1.5431,-1459.3,3394075.99,0.1791177119286845
354.00608,-1.5481,-1458.61,3394076.58,0.21550328595250096
354.00542,-1.5532,-1457.96,3394077.14,0.23913257048514722
354.00477,-1.5583,-1457.52,3394077.48,0.2770851619791698
354.00411,-1.5634,-1456.31,3394078.6,0.32307834388109063
354.00346,-1.5685,-1454.29,3394080.53,0.3505678517330863
354.00282,-1.5737,-1451.62,3394083.1,0.4113120996150893
354.00217,-1.5788,-1449.65,3394084.97,0.4655923104420144
354.00085,-1.589,-1445.33,3394089.09,0.5956260583862828
354.00019,-1.5941,-1443.53,3394090.79,0.6749591374413024
353.99953,-1.5992,-1440.52,3394093.71,0.751696642165411
353.99887,-1.6042,-1436.21,3394097.92,0.7944766208532137
353.99822,-1.6093,-1432.0,3394102.03,0.7809276518103738
353.99756,-1.6144,-1428.52,3394105.41,0.743187903996038
353.9969,-1.6195,-1426.14,3394107.69,0.6833926321541008
353.99624,-1.6246,-1424.63,3394109.1,0.6367070329423833
353.99558,-1.6297,-1422.46,3394111.17,0.6078875560089053
353.99492,-1.6348,-1420.99,3394112.54,0.5990735671099677
353.99426,-1.6399,-1418.97,3394114.46,0.5960575196115216
353.99361,-1.645,-1415.48,3394117.85,0.5540874597450062
353.99295,-1.6501,-1413.47,3394119.77,0.4612176943216353
353.99229,-1.6552,-1411.79,3394121.35,0.39817168930578334
353.99163,-1.6603,-1411.45,3394121.59,0.36160568026943396
353.99097,-1.6654,-1412.28,3394120.66,0.3479679206778171
353.99031,-1.6705,-1408.59,3394124.25,0.3627223013227889
353.98963,-1.6755,-1405.48,3394127.26,0.3645809510537569
353.98896,-1.6806,-1403.37,3394129.26,0.3431951946959663
353.9883,-1.6857,-1402.2,3394130.33,0.36002958466055174
353.98764,-1.6908,-1401.73,3394130.7,0.40031004118583774
353.98697,-1.6958,-1401.56,3394130.76,0.4288533412828352
353.98631,-1.7009,-1400.78,3394131.44,0.44762806454017856
353.98564,-1.706,-1399.4,3394132.71,0.4773835916337504
353.98498,-1.7111,-1397.46,3394134.55,0.4397973085347542
353.98432,-1.7162,-1395.82,3394136.09,0.26482926389574957
353.98365,-1.7213,-1395.72,3394136.08,0.18748559315000368
353.98299,-1.7263,-1398.57,3394133.13,0.27024199468517723
353.98233,-1.7314,-1407.81,3394123.78,0.258380968638495
353.98166,-1.7365,-1414.04,3394117.45,0.2176899972650614
353.981,-1.7416,-1406.45,3394124.94,0.16997142021415046
353.98033,-1.7467,-1401.71,3394129.57,0.11644769564867875
353.97967,-1.7518,-1402.55,3394128.63,0.039275157285824466
353.979,-1.7568,-1404.55,3394126.52,0.2765264075889862
353.97834,-1.7619,-1404.43,3394126.54,0.3838870781001496
353.97768,-1.767,-1405.4,3394125.47,0.37941669137216705
353.97701,-1.7721,-1406.81,3394123.95,0.362708473111003
353.97634,-1.7772,-1407.05,3394123.61,0.36260544622475893
353.97567,-1.7822,-1408.19,3394122.36,0.34483172370636433
353.97501,-1.7873,-1409.09,3394121.35,0.3278672982092138
353.97435,-1.7924,-1409.59,3394120.74,0.3244656152659525
