long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg,roughness_rms_m,source_file
301.71765,-13.9898,-5199.42,3389421.68,,,too_rough.csv
301.71697,-13.9847,-5205.67,3389416.18,,,too_rough.csv
301.7163,-13.9796,-5209.13,3389413.48,,,too_rough.csv
301.71562,-13.9745,-5211.62,3389411.73,,,too_rough.csv
301.71494,-13.9694,-5215.61,3389408.5,,,too_rough.csv
301.71426,-13.9643,-5218.11,3389406.76,,,too_rough.csv
301.71358,-13.9591,-5220.02,3389405.61,,,too_rough.csv
301.71291,-13.954,-5224.23,3389402.16,,,too_rough.csv
301.71223,-13.9489,-5225.71,3389401.44,,,too_rough.csv
301.71155,-13.9438,-5221.56,3389406.35,,,too_rough.csv
301.71087,-13.9387,-5225.41,3389403.25,,,too_rough.csv
301.71019,-13.9336,-5225.66,3389403.76,,,too_rough.csv
301.70952,-13.9284,-5224.16,3389406.02,,,too_rough.csv
301.70884,-13.9233,-5219.15,3389411.79,,,too_rough.csv
301.70816,-13.9182,-5211.79,3389419.91,,,too_rough.csv
301.70748,-13.9131,-5212.9,3389419.56,,,too_rough.csv
301.70681,-13.908,-5207.35,3389425.86,,,too_rough.csv
301.70613,-13.9029,-5208.87,3389425.1,,,too_rough.csv
301.70545,-13.8977,-5208.91,3389425.82,,,too_rough.csv
301.70477,-13.8926,-5202.48,3389433.01,,,too_rough.csv
301.70409,-13.8875,-5200.15,3389436.1,,,too_rough.csv
301.70342,-13.8824,-5200.13,3389436.88,,,too_rough.csv
301.70274,-13.8773,-5195.98,3389441.79,,,too_rough.csv
301.70206,-13.8722,-5184.46,3389454.07,,,too_rough.csv
301.70138,-13.867,-5190.87,3389448.43,,,too_rough.csv
301.7007,-13.8619,-5187.16,3389452.9,,,too_rough.csv
301.70003,-13.8568,-5182.32,3389458.5,,,too_rough.csv
301.69935,-13.8517,-5179.1,3389462.49,,,too_rough.csv
301.69867,-13.8466,-5166.32,3389476.03,,,too_rough.csv
301.69799,-13.8415,-5144.8,3389498.32,,,too_rough.csv
301.69732,-13.8363,-5149.36,3389494.52,,,too_rough.csv
301.69664,-13.8312,-5158.75,3389485.89,,,too_rough.csv
301.69596,-13.8261,-5160.14,3389485.27,,,too_rough.csv
301.69528,-13.821,-5158.58,3389487.59,,,too_rough.csv
301.69461,-13.8159,-5155.37,3389491.57,,,too_rough.csv
301.69393,-13.8108,-5149.71,3389497.99,,,too_rough.csv
301.69325,-13.8056,-5142.54,3389505.92,,,too_rough.csv
301.69257,-13.8005,-5136.43,3389512.8,,,too_rough.csv
301.69189,-13.7954,-5120.46,3389529.53,,,too_rough.csv
301.69122,-13.7903,-5106.31,3389544.45,,,too_rough.csv
301.69054,-13.7852,-5089.77,3389561.75,,,too_rough.csv
301.68986,-13.7801,-5068.27,3389584.01,,,too_rough.csv
301.68918,-13.7749,-5037.88,3389615.17,,,too_rough.csv
301.68849,-13.7698,-5000.03,3389653.78,,,too_rough.csv
301.6878,-13.7647,-4961.65,3389692.93,,,too_rough.csv
301.68712,-13.7596,-4940.22,3389715.13,,,too_rough.csv
301.68643,-13.7545,-4908.78,3389747.34,,,too_rough.csv
301.68574,-13.7494,-4870.38,3389786.52,,,too_rough.csv
301.68505,-13.7443,-4720.38,3389937.28,,,too_rough.csv
301.68436,-13.7392,-4597.15,3390061.29,,,too_rough.csv
301.68367,-13.734,-4547.8,3390111.4,,,too_rough.csv
301.68299,-13.7289,-4490.63,3390169.34,,,too_rough.csv
301.6823,-13.7238,-4375.35,3390285.39,,,too_rough.csv
301.68161,-13.7187,-4282.8,3390378.71,,,too_rough.csv
301.68092,-13.7136,-4275.73,3390386.55,,,too_rough.csv
301.68023,-13.7085,-4260.04,3390403.01,,,too_rough.csv
301.67955,-13.7034,-4334.4,3390329.42,,,too_rough.csv
301.67886,-13.6982,-4328.85,3390335.74,,,too_rough.csv
301.67817,-13.6931,-4320.26,3390345.1,,,too_rough.csv
301.67748,-13.688,-4405.64,3390260.49,,,too_rough.csv
301.67679,-13.6829,-4547.97,3390118.93,,,too_rough.csv
301.67611,-13.6778,-4690.55,3389977.12,,,too_rough.csv
301.67542,-13.6727,-4816.09,3389852.35,,,too_rough.csv
301.67473,-13.6675,-4846.55,3389822.67,,,too_rough.csv
301.67404,-13.6624,-4873.02,3389796.97,,,too_rough.csv
301.67336,-13.6573,-4907.12,3389763.65,,,too_rough.csv
301.67267,-13.6522,-4940.03,3389731.51,,,too_rough.csv
301.67198,-13.6471,-4988.02,3389684.3,,,too_rough.csv
301.67129,-13.642,-5017.03,3389656.06,,,too_rough.csv
301.67061,-13.6369,-5047.11,3389626.76,,,too_rough.csv
301.66992,-13.6317,-5064.38,3389610.26,,,too_rough.csv
301.66923,-13.6266,-5093.6,3389581.82,,,too_rough.csv
301.66854,-13.6215,-5104.87,3389571.32,,,too_rough.csv
301.66786,-13.6164,-5112.01,3389564.96,,,too_rough.csv
301.66717,-13.6113,-5117.81,3389559.93,,,too_rough.csv
301.66648,-13.6062,-5125.93,3389552.59,,,too_rough.csv
301.66579,-13.601,-5132.32,3389546.97,,,too_rough.csv
301.66511,-13.5959,-5136.71,3389543.36,,,too_rough.csv
301.66442,-13.5908,-5141.89,3389538.95,,,too_rough.csv
301.66373,-13.5857,-5144.08,3389537.54,,,too_rough.csv
301.66304,-13.5806,-5141.17,3389541.22,,,too_rough.csv
301.66236,-13.5755,-5142.73,3389540.44,,,too_rough.csv
301.66167,-13.5704,-5144.5,3389539.44,,,too_rough.csv
301.661,-13.5652,-5149.35,3389535.38,,,too_rough.csv
301.66033,-13.5601,-5152.15,3389533.36,,,too_rough.csv
301.65965,-13.555,-5156.6,3389529.69,,,too_rough.csv
301.65898,-13.5499,-5152.85,3389534.22,,,too_rough.csv
301.6583,-13.5448,-5155.62,3389532.23,,,too_rough.csv
301.65763,-13.5397,-5158.39,3389530.24,,,too_rough.csv
301.65695,-13.5346,-5156.81,3389532.6,,,too_rough.csv
301.65628,-13.5294,-5157.56,3389532.63,,,too_rough.csv
301.6556,-13.5243,-5152.82,3389538.15,,,too_rough.csv
301.65493,-13.5192,-5145.14,3389546.61,,,too_rough.csv
301.65426,-13.5141,-5139.75,3389552.78,,,too_rough.csv
301.65358,-13.509,-5133.77,3389559.54,,,too_rough.csv
301.65291,-13.5039,-5136.59,3389557.5,,,too_rough.csv
301.65223,-13.4987,-5153.11,3389541.76,,,too_rough.csv
301.65156,-13.4936,-5155.41,3389540.24,,,too_rough.csv
301.65088,-13.4885,-5157.04,3389539.39,,,too_rough.csv
301.65021,-13.4834,-5153.15,3389544.06,,,too_rough.csv
301.64953,-13.4783,-5153.43,3389544.56,,,too_rough.csv
301.64886,-13.4732,-5154.23,3389544.54,,,too_rough.csv
301.64819,-13.4681,-5150.87,3389548.68,,,too_rough.csv
301.64751,-13.4629,-5152.09,3389548.24,,,too_rough.csv
301.64684,-13.4578,-5152.47,3389548.64,,,too_rough.csv
301.64616,-13.4527,-5152.29,3389549.61,,,too_rough.csv
301.64549,-13.4476,-5154.76,3389547.92,,,too_rough.csv
301.64414,-13.4374,-5152.33,3389551.93,,,too_rough.csv
301.64347,-13.4323,-5141.28,3389563.76,,,too_rough.csv
301.64279,-13.4271,-5138.76,3389567.07,,,too_rough.csv
301.64144,-13.4169,-5104.52,3389602.88,,,too_rough.csv
301.64077,-13.4118,-5107.17,3389601.01,,,too_rough.csv
301.64009,-13.4067,-5109.71,3389599.26,,,too_rough.csv
301.63942,-13.4016,-5121.48,3389588.27,,,too_rough.csv
301.63874,-13.3965,-5120.79,3389589.75,,,too_rough.csv
301.63807,-13.3913,-5119.11,3389592.21,,,too_rough.csv
301.6374,-13.3862,-5112.21,3389599.9,,,too_rough.csv
301.63672,-13.3811,-5105.26,3389607.64,,,too_rough.csv
301.63605,-13.376,-5100.98,3389612.7,,,too_rough.csv
301.63537,-13.3709,-5092.94,3389621.53,,,too_rough.csv
301.6347,-13.3658,-5085.61,3389629.64,,,too_rough.csv
301.634,-13.3606,-5076.05,3389639.99,,,too_rough.csv
301.63331,-13.3555,-5060.39,3389656.44,,,too_rough.csv
301.63262,-13.3504,-5053.32,3389664.3,,,too_rough.csv
301.63193,-13.3453,-5047.13,3389671.29,,,too_rough.csv
301.63124,-13.3402,-5041.25,3389677.96,,,too_rough.csv
301.63055,-13.3351,-5035.99,3389684.01,,,too_rough.csv
301.62986,-13.3299,-5026.89,3389693.9,,,too_rough.csv
301.62917,-13.3248,-5020.84,3389700.74,,,too_rough.csv
301.62848,-13.3197,-5013.06,3389709.31,,,too_rough.csv
301.62779,-13.3146,-5005.14,3389718.02,,,too_rough.csv
301.6271,-13.3095,-4996.81,3389727.15,,,too_rough.csv
301.62641,-13.3043,-4986.49,3389738.26,,,too_rough.csv
301.62572,-13.2992,-4975.37,3389750.17,,,too_rough.csv
301.62503,-13.2941,-4961.81,3389764.52,,,too_rough.csv
301.62434,-13.289,-4949.85,3389777.27,,,too_rough.csv
301.62365,-13.2839,-4938.76,3389789.15,,,too_rough.csv
301.62296,-13.2788,-4930.71,3389797.99,,,too_rough.csv
301.62227,-13.2736,-4921.86,3389807.64,,,too_rough.csv
301.62158,-13.2685,-4913.47,3389816.82,,,too_rough.csv
301.62089,-13.2634,-4905.18,3389825.9,,,too_rough.csv
301.6202,-13.2583,-4895.07,3389836.81,,,too_rough.csv
301.61951,-13.2532,-4881.46,3389851.21,,,too_rough.csv
301.61882,-13.248,-4860.01,3389873.46,,,too_rough.csv
301.61813,-13.2429,-4830.99,3389903.28,,,too_rough.csv
301.61744,-13.2378,-4796.21,3389938.85,,,too_rough.csv
301.61675,-13.2327,-4754.22,3389981.64,,,too_rough.csv
301.61606,-13.2276,-4716.46,3390020.19,,,too_rough.csv
301.61537,-13.2224,-4703.7,3390033.75,,,too_rough.csv
301.61468,-13.2173,-4651.58,3390086.67,,,too_rough.csv
301.61399,-13.2122,-4601.47,3390137.57,,,too_rough.csv
301.6133,-13.2071,-4506.99,3390232.85,,,too_rough.csv
301.61261,-13.202,-4416.74,3390323.89,,,too_rough.csv
301.61192,-13.1969,-4302.49,3390438.94,,,too_rough.csv
301.61123,-13.1917,-4171.3,3390570.93,,,too_rough.csv
301.61054,-13.1866,-4024.18,3390718.84,,,too_rough.csv
301.60985,-13.1815,-3872.41,3390871.41,,,too_rough.csv
301.60916,-13.1764,-3852.51,3390892.1,,,too_rough.csv
301.60847,-13.1713,-3797.99,3390947.42,,,too_rough.csv
301.60778,-13.1662,-3703.87,3391042.34,,,too_rough.csv
301.60709,-13.161,-3586.0,3391161.0,,,too_rough.csv
301.60642,-13.1559,-3455.39,3391292.4,,,too_rough.csv
301.60575,-13.1508,-3317.58,3391431.01,,,too_rough.csv
301.60507,-13.1457,-3172.24,3391577.15,,,too_rough.csv
301.6044,-13.1406,-3002.1,3391748.08,,,too_rough.csv
301.60372,-13.1355,-2839.83,3391911.15,,,too_rough.csv
301.60304,-13.1304,-2648.64,3392103.14,,,too_rough.csv
301.60237,-13.1253,-2470.82,3392281.76,,,too_rough.csv
301.60169,-13.1202,-2325.0,3392428.38,,,too_rough.csv
301.60102,-13.1151,-2196.99,3392557.18,,,too_rough.csv
301.60034,-13.11,-2218.44,3392536.53,,,too_rough.csv
301.59967,-13.1049,-2130.72,3392625.05,,,too_rough.csv
301.59899,-13.0998,-2037.45,3392719.12,,,too_rough.csv
301.59764,-13.0896,-1980.99,3392777.17,,,too_rough.csv
301.59697,-13.0845,-1992.52,3392766.44,,,too_rough.csv
301.59629,-13.0794,-1939.4,3392820.36,,,too_rough.csv
301.59562,-13.0743,-1999.78,3392760.78,,,too_rough.csv
301.59495,-13.0692,-2068.98,3392692.37,,,too_rough.csv
301.59427,-13.0641,-2108.72,3392653.43,,,too_rough.csv
301.5936,-13.059,-2059.61,3392703.34,,,too_rough.csv
301.59292,-13.0539,-1975.97,3392787.78,,,too_rough.csv
301.59225,-13.0487,-1951.05,3392813.5,,,too_rough.csv
301.59157,-13.0436,-1890.71,3392874.64,,,too_rough.csv
301.5909,-13.0385,-1814.58,3392951.57,,,too_rough.csv
301.59022,-13.0334,-1733.95,3393033.01,,,too_rough.csv
301.58955,-13.0283,-1688.65,3393079.11,,,too_rough.csv
301.58888,-13.0232,-1618.64,3393149.92,,,too_rough.csv
301.5882,-13.0181,-1517.92,3393251.44,,,too_rough.csv
301.58752,-13.013,-1393.25,3393376.92,,,too_rough.csv
301.58685,-13.0079,-1254.23,3393516.74,,,too_rough.csv
301.58617,-13.0028,-1157.71,3393614.06,,,too_rough.csv
300.84522,-13.0016,-3662.53,3391127.86,,,too_rough.csv
300.84454,-13.0067,-3725.54,3391064.1,,,too_rough.csv
300.84385,-13.0118,-3762.69,3391026.2,,,too_rough.csv
300.84317,-13.0169,-3807.27,3390980.87,,,too_rough.csv
300.84249,-13.022,-3823.24,3390964.15,,,too_rough.csv
300.84181,-13.0271,-3824.51,3390962.13,,,too_rough.csv
300.84113,-13.0322,-3830.01,3390955.88,,,too_rough.csv
300.84044,-13.0373,-3856.16,3390928.99,,,too_rough.csv
300.83977,-13.0424,-3925.81,3390858.59,,,too_rough.csv
300.83909,-13.0475,-3987.41,3390796.24,,,too_rough.csv
300.83841,-13.0525,-4066.26,3390716.66,,,too_rough.csv
300.83773,-13.0576,-4112.89,3390669.29,,,too_rough.csv
300.83705,-13.0627,-4144.37,3390637.07,,,too_rough.csv
300.83637,-13.0679,-4178.38,3390602.31,,,too_rough.csv
300.83568,-13.073,-4213.06,3390566.89,,,too_rough.csv
300.835,-13.0781,-4266.94,3390512.27,,,too_rough.csv
300.83432,-13.0832,-4293.61,3390484.85,,,too_rough.csv
300.83364,-13.0883,-4321.62,3390456.1,,,too_rough.csv
300.83296,-13.0934,-4305.8,3390471.18,,,too_rough.csv
300.83228,-13.0985,-4326.64,3390449.59,,,too_rough.csv
300.83159,-13.1036,-4275.73,3390499.76,,,too_rough.csv
300.83091,-13.1087,-4319.97,3390454.77,,,too_rough.csv
300.83023,-13.1138,-4356.03,3390417.97,,,too_rough.csv
300.82955,-13.119,-4314.2,3390459.06,,,too_rough.csv
300.82886,-13.1241,-4192.58,3390579.93,,,too_rough.csv
300.82818,-13.1292,-4240.27,3390531.5,,,too_rough.csv
300.82749,-13.1343,-4244.06,3390526.97,,,too_rough.csv
300.82681,-13.1394,-4148.23,3390622.05,,,too_rough.csv
300.82612,-13.1445,-4152.05,3390617.49,,,too_rough.csv
300.82407,-13.1599,-4049.0,3390718.31,,,too_rough.csv
300.82338,-13.165,-3919.47,3390847.1,,,too_rough.csv
300.8227,-13.1701,-3869.31,3390896.52,,,too_rough.csv
300.82201,-13.1753,-3816.07,3390949.03,,,too_rough.csv
300.82133,-13.1804,-3869.88,3390894.48,,,too_rough.csv
300.82065,-13.1855,-3906.33,3390857.29,,,too_rough.csv
300.81997,-13.1906,-3892.73,3390870.15,,,too_rough.csv
300.81929,-13.1957,-3899.41,3390862.74,,,too_rough.csv
300.81791,-13.2059,-3764.51,3390996.16,,,too_rough.csv
300.81723,-13.2111,-3730.97,3391028.96,,,too_rough.csv
300.81655,-13.2162,-3805.74,3390953.46,,,too_rough.csv
300.81587,-13.2213,-3821.27,3390937.19,,,too_rough.csv
300.81519,-13.2264,-3882.49,3390875.23,,,too_rough.csv
300.81451,-13.2315,-3873.49,3390883.49,,,too_rough.csv
300.81382,-13.2366,-3811.91,3390944.34,,,too_rough.csv
300.81313,-13.2417,-3760.11,3390995.4,,,too_rough.csv
300.81245,-13.2469,-3636.31,3391118.46,,,too_rough.csv
300.81176,-13.252,-3644.31,3391109.72,,,too_rough.csv
300.81109,-13.2571,-3681.78,3391071.52,,,too_rough.csv
300.8104,-13.2622,-3670.33,3391082.24,,,too_rough.csv
300.80972,-13.2673,-3670.55,3391081.29,,,too_rough.csv
300.80903,-13.2724,-3679.9,3391071.21,,,too_rough.csv
300.80835,-13.2775,-3676.8,3391073.58,,,too_rough.csv
300.80767,-13.2827,-3657.7,3391091.95,,,too_rough.csv
300.80698,-13.2878,-3618.02,3391130.9,,,too_rough.csv
300.80629,-13.2929,-3569.31,3391178.88,,,too_rough.csv
300.80561,-13.298,-3541.59,3391205.87,,,too_rough.csv
300.80492,-13.3031,-3514.96,3391231.77,,,too_rough.csv
300.80424,-13.3082,-3499.75,3391246.26,,,too_rough.csv
300.80356,-13.3133,-3544.07,3391201.21,,,too_rough.csv
300.80288,-13.3184,-3559.1,3391185.45,,,too_rough.csv
300.80219,-13.3235,-3578.11,3391165.71,,,too_rough.csv
300.80151,-13.3286,-3589.04,3391154.05,,,too_rough.csv
300.80083,-13.3337,-3612.77,3391129.59,,,too_rough.csv
300.80014,-13.3388,-3598.48,3391143.15,,,too_rough.csv
300.79946,-13.3439,-3549.65,3391191.25,,,too_rough.csv
300.79877,-13.349,-3526.06,3391214.11,,,too_rough.csv
300.7974,-13.3593,-3508.84,3391229.87,,,too_rough.csv
300.79672,-13.3644,-3499.3,3391238.69,,,too_rough.csv
300.79604,-13.3695,-3506.12,3391231.15,,,too_rough.csv
300.79535,-13.3746,-3539.33,3391197.22,,,too_rough.csv
300.79467,-13.3797,-3602.96,3391132.87,,,too_rough.csv
300.79399,-13.3848,-3617.16,3391117.95,,,too_rough.csv
300.79331,-13.3899,-3638.18,3391096.21,,,too_rough.csv
300.79263,-13.395,-3693.62,3391040.04,,,too_rough.csv
300.79194,-13.4001,-3696.61,3391036.33,,,too_rough.csv
300.79126,-13.4052,-3700.74,3391031.48,,,too_rough.csv
300.79057,-13.4103,-3729.09,3391002.41,,,too_rough.csv
300.7899,-13.4154,-3825.06,3390905.72,,,too_rough.csv
300.78922,-13.4205,-3918.1,3390811.96,,,too_rough.csv
300.78853,-13.4256,-3966.89,3390762.44,,,too_rough.csv
300.78785,-13.4307,-3949.01,3390779.6,,,too_rough.csv
300.78716,-13.4358,-3903.23,3390824.66,,,too_rough.csv
300.78648,-13.4409,-3914.65,3390812.52,,,too_rough.csv
300.78579,-13.446,-3891.97,3390834.48,,,too_rough.csv
300.78511,-13.4511,-3961.63,3390764.1,,,too_rough.csv
300.78443,-13.4562,-4025.03,3390699.98,,,too_rough.csv
300.78375,-13.4613,-4054.31,3390669.97,,,too_rough.csv
300.78307,-13.4664,-3999.88,3390723.69,,,too_rough.csv
300.78238,-13.4715,-3925.32,3390797.53,,,too_rough.csv
300.78169,-13.4766,-3897.55,3390824.58,,,too_rough.csv
300.78101,-13.4817,-3979.24,3390742.18,,,too_rough.csv
300.78033,-13.4868,-4011.93,3390708.77,,,too_rough.csv
300.77965,-13.4919,-3977.14,3390742.85,,,too_rough.csv
300.77896,-13.4971,-3999.78,3390719.49,,,too_rough.csv
300.77828,-13.5022,-3965.13,3390753.42,,,too_rough.csv
300.77759,-13.5073,-3941.62,3390776.22,,,too_rough.csv
300.77691,-13.5124,-4018.5,3390698.62,,,too_rough.csv
300.77623,-13.5175,-4091.53,3390624.88,,,too_rough.csv
300.77555,-13.5226,-4084.37,3390631.32,,,too_rough.csv
300.77487,-13.5277,-4098.79,3390616.18,,,too_rough.csv
300.77418,-13.5328,-4043.36,3390670.9,,,too_rough.csv
300.7735,-13.538,-4067.08,3390646.46,,,too_rough.csv
300.77282,-13.5431,-4122.29,3390590.54,,,too_rough.csv
300.77213,-13.5482,-4130.87,3390581.24,,,too_rough.csv
300.77145,-13.5533,-4123.9,3390587.49,,,too_rough.csv
300.77076,-13.5584,-4022.51,3390688.17,,,too_rough.csv
300.77008,-13.5635,-3971.22,3390738.74,,,too_rough.csv
300.76939,-13.5687,-3885.04,3390824.21,,,too_rough.csv
300.76803,-13.5789,-3963.02,3390744.81,,,too_rough.csv
300.76734,-13.584,-3981.03,3390726.09,,,too_rough.csv
300.76666,-13.5891,-4004.03,3390702.38,,,too_rough.csv
300.76598,-13.5942,-4077.14,3390628.56,,,too_rough.csv
300.7653,-13.5993,-4145.95,3390559.04,,,too_rough.csv
300.76462,-13.6044,-4161.41,3390542.87,,,too_rough.csv
300.76393,-13.6096,-4128.62,3390574.95,,,too_rough.csv
300.76325,-13.6147,-4084.97,3390617.9,,,too_rough.csv
300.76257,-13.6198,-4165.46,3390536.7,,,too_rough.csv
300.76188,-13.6249,-4143.75,3390557.7,,,too_rough.csv
300.7612,-13.63,-4151.49,3390549.25,,,too_rough.csv
300.76052,-13.6351,-4150.98,3390549.05,,,too_rough.csv
300.75983,-13.6402,-4156.35,3390542.97,,,too_rough.csv
300.75915,-13.6454,-4130.59,3390568.02,,,too_rough.csv
300.75846,-13.6505,-4137.55,3390560.35,,,too_rough.csv
300.75778,-13.6556,-4145.52,3390551.67,,,too_rough.csv
300.7571,-13.6607,-4122.23,3390574.25,,,too_rough.csv
300.7564,-13.6658,-4120.1,3390575.67,,,too_rough.csv
300.75572,-13.6709,-4094.45,3390600.62,,,too_rough.csv
300.75504,-13.6761,-4110.2,3390584.17,,,too_rough.csv
300.75436,-13.6812,-4071.25,3390622.42,,,too_rough.csv
300.75368,-13.6863,-4095.24,3390597.73,,,too_rough.csv
300.75299,-13.6914,-4095.97,3390596.3,,,too_rough.csv
300.75231,-13.6965,-4039.63,3390651.94,,,too_rough.csv
300.75163,-13.7016,-4121.43,3390569.43,,,too_rough.csv
300.75096,-13.7067,-4203.48,3390486.68,,,too_rough.csv
300.75027,-13.7118,-4166.18,3390523.28,,,too_rough.csv
300.74959,-13.7169,-4040.4,3390648.36,,,too_rough.csv
300.7489,-13.7221,-3961.05,3390727.01,,,too_rough.csv
300.74822,-13.7272,-3947.73,3390739.63,,,too_rough.csv
300.74754,-13.7323,-3934.11,3390752.54,,,too_rough.csv
300.74685,-13.7374,-3868.35,3390817.6,,,too_rough.csv
300.74617,-13.7425,-3866.0,3390819.25,,,too_rough.csv
300.74549,-13.7476,-3823.06,3390861.49,,,too_rough.csv
300.74481,-13.7527,-3787.23,3390896.62,,,too_rough.csv
300.74412,-13.7578,-3783.92,3390899.23,,,too_rough.csv
300.74344,-13.763,-3771.16,3390911.29,,,too_rough.csv
300.74276,-13.7681,-3728.52,3390953.23,,,too_rough.csv
300.74208,-13.7732,-3614.31,3391066.75,,,too_rough.csv
300.7414,-13.7783,-3633.98,3391046.39,,,too_rough.csv
300.74072,-13.7834,-3628.03,3391051.64,,,too_rough.csv
300.74004,-13.7885,-3612.58,3391066.4,,,too_rough.csv
300.73935,-13.7936,-3593.67,3391084.61,,,too_rough.csv
300.73867,-13.7987,-3568.96,3391108.63,,,too_rough.csv
300.73799,-13.8038,-3541.65,3391135.24,,,too_rough.csv
300.73731,-13.809,-3517.05,3391159.15,,,too_rough.csv
300.73663,-13.8141,-3487.11,3391188.4,,,too_rough.csv
300.73594,-13.8192,-3461.7,3391213.11,,,too_rough.csv
300.73526,-13.8243,-3414.73,3391259.39,,,too_rough.csv
300.73458,-13.8294,-3394.96,3391278.47,,,too_rough.csv
300.7339,-13.8345,-3365.73,3391307.0,,,too_rough.csv
300.73322,-13.8396,-3325.59,3391346.45,,,too_rough.csv
300.73253,-13.8447,-3245.4,3391425.94,,,too_rough.csv
300.73184,-13.8499,-3130.62,3391540.03,,,too_rough.csv
300.73116,-13.855,-3005.85,3391664.1,,,too_rough.csv
300.73047,-13.8601,-2887.96,3391781.3,,,too_rough.csv
300.72978,-13.8652,-2747.69,3391920.88,,,too_rough.csv
300.72841,-13.8755,-2451.54,3392215.63,,,too_rough.csv
300.72772,-13.8806,-2305.47,3392361.01,,,too_rough.csv
300.72703,-13.8857,-2130.78,3392535.02,,,too_rough.csv
300.72634,-13.8908,-2022.07,3392643.04,,,too_rough.csv
300.72565,-13.8959,-1980.0,3392684.43,,,too_rough.csv
300.72497,-13.901,-1866.8,3392796.94,,,too_rough.csv
300.72429,-13.9061,-1880.76,3392782.29,,,too_rough.csv
300.7236,-13.9113,-1796.18,3392866.19,,,too_rough.csv
300.72291,-13.9164,-1708.84,3392952.84,,,too_rough.csv
300.72222,-13.9215,-1539.95,3393121.05,,,too_rough.csv
300.72153,-13.9266,-1368.0,3393292.31,,,too_rough.csv
300.72085,-13.9317,-1365.77,3393293.85,,,too_rough.csv
300.72016,-13.9368,-1335.55,3393323.39,,,too_rough.csv
300.71948,-13.9419,-1344.5,3393313.75,,,too_rough.csv
300.7188,-13.947,-1301.03,3393356.54,,,too_rough.csv
300.71811,-13.9522,-1199.7,3393457.18,,,too_rough.csv
300.71742,-13.9573,-1117.77,3393538.42,,,too_rough.csv
300.71673,-13.9624,-1000.41,3393655.1,,,too_rough.csv
300.71604,-13.9675,-820.07,3393834.75,,,too_rough.csv
300.71535,-13.9726,-659.21,3393994.91,,,too_rough.csv
300.71466,-13.9777,-571.05,3394082.39,,,too_rough.csv
300.71397,-13.9829,-458.76,3394194.0,,,too_rough.csv
300.71328,-13.988,-322.54,3394329.54,,,too_rough.csv
300.71259,-13.9931,-196.79,3394454.61,,,too_rough.csv
300.7119,-13.9982,-63.22,3394587.51,,,too_rough.csv
300.71121,-14.0033,74.74,3394724.79,,,too_rough.csv
300.71052,-14.0084,208.31,3394857.68,,,too_rough.csv
300.70983,-14.0136,339.69,3394988.38,,,too_rough.csv
300.70914,-14.0187,475.88,3395123.89,,,too_rough.csv
300.70845,-14.0238,616.52,3395263.85,,,too_rough.csv
300.70776,-14.0289,755.36,3395402.01,,,too_rough.csv
300.70707,-14.034,846.14,3395492.11,,,too_rough.csv
300.70639,-14.0391,823.26,3395468.55,,,too_rough.csv
300.70571,-14.0442,800.94,3395445.55,,,too_rough.csv
300.70503,-14.0493,799.38,3395443.32,,,too_rough.csv
300.70434,-14.0544,810.8,3395454.06,,,too_rough.csv
300.70366,-14.0595,835.81,3395478.39,,,too_rough.csv
300.70297,-14.0647,886.66,3395528.56,,,too_rough.csv
300.70228,-14.0698,963.23,3395604.45,,,too_rough.csv
300.70161,-14.0749,1065.25,3395705.77,,,too_rough.csv
300.70092,-14.08,1174.8,3395814.65,,,too_rough.csv
300.70022,-14.0851,1298.16,3395937.34,,,too_rough.csv
300.69953,-14.0902,1426.91,3396065.41,,,too_rough.csv
300.69884,-14.0953,1548.75,3396186.58,,,too_rough.csv
300.69815,-14.1005,1667.26,3396304.42,,,too_rough.csv
300.69745,-14.1056,1793.02,3396429.51,,,too_rough.csv
300.69676,-14.1107,1927.41,3396563.23,,,too_rough.csv
300.69607,-14.1158,2070.55,3396705.7,,,too_rough.csv
300.69537,-14.1209,2215.81,3396850.29,,,too_rough.csv
300.69468,-14.126,2364.28,3396998.08,,,too_rough.csv
300.69399,-14.1312,2530.57,3397163.7,,,too_rough.csv
300.69329,-14.1363,2691.44,3397323.9,,,too_rough.csv
300.6926,-14.1414,2879.15,3397510.94,,,too_rough.csv
300.69191,-14.1465,2937.98,3397569.1,,,too_rough.csv
300.69122,-14.1516,2919.93,3397550.38,,,too_rough.csv
300.69054,-14.1567,2931.27,3397561.05,,,too_rough.csv
300.68985,-14.1618,2931.7,3397560.8,,,too_rough.csv
300.68916,-14.1669,2930.16,3397558.59,,,too_rough.csv
300.68848,-14.172,2938.1,3397565.86,,,too_rough.csv
300.68779,-14.1771,2947.41,3397574.5,,,too_rough.csv
300.6871,-14.1822,2950.12,3397576.55,,,too_rough.csv
300.68641,-14.1873,2949.94,3397575.7,,,too_rough.csv
300.68573,-14.1924,2968.91,3397594.01,,,too_rough.csv
300.68504,-14.1975,2998.24,3397622.67,,,too_rough.csv
300.68435,-14.2026,3014.82,3397638.58,,,too_rough.csv
300.68366,-14.2078,3022.65,3397645.75,,,too_rough.csv
300.68298,-14.2129,3027.69,3397650.12,,,too_rough.csv
300.68229,-14.218,3030.98,3397652.75,,,too_rough.csv
300.6816,-14.2231,3014.32,3397635.42,,,too_rough.csv
300.68092,-14.2282,3005.19,3397625.63,,,too_rough.csv
