long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg,roughness_rms_m,source_file
301.73109,-13.3057,-4916.55,3389804.79,,,too_rough.csv
301.73041,-13.3108,-4927.89,3389792.69,,,too_rough.csv
301.72972,-13.3159,-4938.72,3389781.1,,,too_rough.csv
301.72903,-13.3211,-4949.45,3389769.61,,,too_rough.csv
301.72835,-13.3262,-4958.14,3389760.16,,,too_rough.csv
301.72765,-13.3313,-4969.7,3389747.85,,,too_rough.csv
301.72696,-13.3364,-4983.32,3389733.48,,,too_rough.csv
301.72627,-13.3415,-4994.5,3389721.54,,,too_rough.csv
301.72558,-13.3466,-5001.12,3389714.17,,,too_rough.csv
301.72489,-13.3518,-5007.22,3389707.32,,,too_rough.csv
301.7242,-13.3569,-5021.31,3389692.48,,,too_rough.csv
301.72351,-13.362,-5033.57,3389679.46,,,too_rough.csv
301.72282,-13.3671,-5043.23,3389669.05,,,too_rough.csv
301.72214,-13.3722,-5051.32,3389660.21,,,too_rough.csv
301.72145,-13.3774,-5060.48,3389650.3,,,too_rough.csv
301.72076,-13.3825,-5073.49,3389636.53,,,too_rough.csv
301.72007,-13.3876,-5081.25,3389628.02,,,too_rough.csv
301.71938,-13.3927,-5086.69,3389621.83,,,too_rough.csv
301.71869,-13.3978,-5094.43,3389613.34,,,too_rough.csv
301.718,-13.4029,-5106.58,3389600.43,,,too_rough.csv
301.71731,-13.4081,-5115.37,3389590.89,,,too_rough.csv
301.71662,-13.4132,-5111.48,3389594.03,,,too_rough.csv
301.71594,-13.4183,-5124.86,3389579.9,,,too_rough.csv
301.71525,-13.4234,-5132.23,3389571.77,,,too_rough.csv
301.71456,-13.4285,-5133.84,3389569.41,,,too_rough.csv
301.71386,-13.4337,-5139.38,3389563.13,,,too_rough.csv
301.71318,-13.4388,-5145.25,3389556.51,,,too_rough.csv
301.71249,-13.4439,-5149.6,3389551.42,,,too_rough.csv
301.7118,-13.449,-5152.44,3389547.83,,,too_rough.csv
301.71111,-13.4541,-5155.38,3389544.14,,,too_rough.csv
301.71042,-13.4592,-5157.72,3389541.06,,,too_rough.csv
301.70974,-13.4644,-5162.35,3389535.68,,,too_rough.csv
301.70905,-13.4695,-5159.63,3389537.66,,,too_rough.csv
301.70836,-13.4746,-5168.59,3389527.95,,,too_rough.csv
301.70767,-13.4797,-5166.82,3389528.97,,,too_rough.csv
301.70699,-13.4848,-5169.82,3389525.23,,,too_rough.csv
301.7063,-13.49,-5170.31,3389523.99,,,too_rough.csv
301.70561,-13.4951,-5167.56,3389525.99,,,too_rough.csv
301.70492,-13.5002,-5167.81,3389525.0,,,too_rough.csv
301.70423,-13.5053,-5167.16,3389524.9,,,too_rough.csv
301.70355,-13.5104,-5165.66,3389525.66,,,too_rough.csv
301.70286,-13.5155,-5163.53,3389527.04,,,too_rough.csv
301.70217,-13.5207,-5162.27,3389527.55,,,too_rough.csv
301.70148,-13.5258,-5160.19,3389528.89,,,too_rough.csv
301.70079,-13.5309,-5161.68,3389526.65,,,too_rough.csv
301.69873,-13.5463,-5155.66,3389530.45,,,too_rough.csv
301.69804,-13.5514,-5153.18,3389532.19,,,too_rough.csv
301.69736,-13.5565,-5151.23,3389533.4,,,too_rough.csv
301.69667,-13.5616,-5150.94,3389532.95,,,too_rough.csv
301.69598,-13.5667,-5145.67,3389537.48,,,too_rough.csv
301.69529,-13.5718,-5141.35,3389541.07,,,too_rough.csv
301.6946,-13.577,-5130.36,3389551.32,,,too_rough.csv
301.69392,-13.5821,-5135.5,3389545.44,,,too_rough.csv
301.69323,-13.5872,-5130.21,3389549.99,,,too_rough.csv
301.69254,-13.5923,-5125.42,3389554.04,,,too_rough.csv
301.69185,-13.5974,-5119.42,3389559.3,,,too_rough.csv
301.69116,-13.6025,-5113.12,3389564.87,,,too_rough.csv
301.69048,-13.6077,-5104.78,3389572.47,,,too_rough.csv
301.68979,-13.6128,-5097.66,3389578.85,,,too_rough.csv
301.6891,-13.6179,-5089.57,3389586.2,,,too_rough.csv
301.68841,-13.623,-5080.87,3389594.16,,,too_rough.csv
301.68772,-13.6281,-5064.98,3389609.31,,,too_rough.csv
301.68703,-13.6333,-5043.85,3389629.7,,,too_rough.csv
301.68633,-13.6384,-5019.05,3389653.77,,,too_rough.csv
301.68565,-13.6435,-4987.29,3389684.8,,,too_rough.csv
301.68496,-13.6486,-4951.6,3389719.76,,,too_rough.csv
301.68428,-13.6537,-4911.77,3389758.85,,,too_rough.csv
301.68359,-13.6589,-4879.46,3389790.43,,,too_rough.csv
301.68291,-13.664,-4855.31,3389813.85,,,too_rough.csv
301.68223,-13.6691,-4833.79,3389834.64,,,too_rough.csv
301.68154,-13.6742,-4726.17,3389941.53,,,too_rough.csv
301.68085,-13.6793,-4630.61,3390036.36,,,too_rough.csv
301.68016,-13.6844,-4479.26,3390186.98,,,too_rough.csv
301.67948,-13.6896,-4354.03,3390311.47,,,too_rough.csv
301.67879,-13.6947,-4290.2,3390374.57,,,too_rough.csv
301.67811,-13.6998,-4312.16,3390351.88,,,too_rough.csv
301.67742,-13.7049,-4338.2,3390325.11,,,too_rough.csv
