long_east,lat_north,altitude
77.70994,17.9403,-2375.83
77.29717,17.9421,-2130.21
77.29647,17.9471,-2129.11
77.29577,17.9522,-2130.6
77.29507,17.9573,-2124.53
77.29438,17.9623,-2114.27
77.29368,17.9674,-2088.45
77.29298,17.9725,-2081.27
77.29228,17.9775,-2078.98
77.29158,17.9826,-2098.79
77.29089,17.9876,-2094.94
77.29019,17.9927,-2087.82
77.28949,17.9978,-2082.27
77.28879,18.0028,-2086.6
77.28809,18.0079,-2088.14
77.28739,18.013,-2092.6
77.2867,18.018,-2080.2
77.286,18.0231,-2069.52
77.2853,18.0282,-2082.27
77.2846,18.0332,-2097.67
77.2839,18.0383,-2105.81
77.28321,18.0433,-2100.97
77.28251,18.0484,-2120.71
77.28179,18.0535,-2117.31
77.2811,18.0585,-2135.7
77.2804,18.0636,-2114.33
77.27971,18.0687,-2120.96
77.27902,18.0737,-2118.45
77.27833,18.0788,-2104.11
77.27764,18.0839,-2102.11
77.27695,18.0889,-2100.28
77.27626,18.094,-2086.79
77.27557,18.0991,-2084.1
77.27488,18.1042,-2078.4
77.27419,18.1092,-2075.36
77.2735,18.1143,-2070.79
77.27281,18.1194,-2061.48
77.27212,18.1244,-2053.5
77.27143,18.1295,-2038.11
77.27074,18.1346,-2029.96
77.27005,18.1396,-2025.31
77.26936,18.1447,-2026.79
77.26867,18.1498,-2026.39
77.26799,18.1549,-2024.57
77.2673,18.1599,-1996.76
77.26661,18.165,-1979.49
77.26592,18.1701,-1988.07
77.26523,18.1751,-1986.81
77.26454,18.1802,-1969.3
77.26385,18.1853,-1930.26
77.26316,18.1904,-1900.99
77.26247,18.1954,-1861.6
77.26178,18.2005,-1811.02
77.26109,18.2056,-1764.79
77.2604,18.2107,-1747.26
77.25971,18.2157,-1742.61
77.25902,18.2208,-1752.35
77.25833,18.2259,-1762.69
77.25764,18.2309,-1749.69
77.25695,18.236,-1804.31
77.25626,18.2411,-1840.37
77.25558,18.2461,-1833.96
77.25489,18.2512,-1853.09
77.25423,18.2563,-1849.46
77.25353,18.2613,-1841.23
77.25283,18.2664,-1851.97
77.25213,18.2715,-1863.31
77.25143,18.2765,-1874.97
77.25073,18.2816,-1901.44
77.25003,18.2867,-1916.95
77.24933,18.2917,-1910.81
77.24863,18.2968,-1890.53
77.24793,18.3019,-1851.78
77.24723,18.3069,-1872.84
77.24653,18.312,-1900.46
77.24583,18.3171,-1930.91
77.24513,18.3221,-1925.83
77.24443,18.3272,-1880.46
77.24373,18.3323,-1900.77
77.24303,18.3373,-1890.28
77.24233,18.3424,-1845.15
77.24163,18.3475,-1817.54
77.24093,18.3526,-1821.9
77.24022,18.3576,-1871.29
77.23952,18.3627,-1936.92
77.23882,18.3677,-1942.2
77.23812,18.3728,-1987.7
77.23741,18.3779,-2011.75
77.23671,18.3829,-2035.81
77.23601,18.388,-2040.97
77.23531,18.3931,-2044.0
77.23461,18.3981,-2046.07
77.23391,18.4032,-2037.56
77.2332,18.4083,-2019.51
77.2325,18.4133,-1998.11
77.2318,18.4184,-1983.1
77.2311,18.4235,-1945.46
77.2304,18.4285,-1947.71
77.22969,18.4336,-1928.92
77.22899,18.4387,-1899.77
77.22829,18.4437,-1905.7
77.22759,18.4488,-1947.29
77.22689,18.4539,-1968.22
77.22619,18.4589,-1984.57
77.22548,18.464,-2007.35
77.22478,18.469,-2024.34
77.22408,18.4741,-2048.97
77.22338,18.4792,-2026.83
