long_east,lat_north,altitude
137.27118,-4.8698,-3826.66
137.27051,-4.8749,-3777.55
137.26985,-4.88,-3700.9
137.26919,-4.8851,-3696.72
137.26852,-4.8902,-3685.51
137.26786,-4.8953,-3676.41
137.2672,-4.9004,-3629.07
137.26653,-4.9055,-3598.63
137.26587,-4.9106,-3582.85
137.26521,-4.9157,-3595.97
137.26454,-4.9208,-3577.54
137.26388,-4.9259,-3557.17
137.26322,-4.931,-3540.66
137.26255,-4.9361,-3513.17
137.26189,-4.9412,-3478.94
137.26122,-4.9462,-3466.49
137.26056,-4.9513,-3445.06
137.2599,-4.9564,-3423.28
137.25922,-4.9615,-3388.81
137.25856,-4.9666,-3359.32
137.2579,-4.9717,-3309.06
137.25724,-4.9768,-3310.45
137.25658,-4.9819,-3320.6
137.25591,-4.987,-3307.73
137.25525,-4.9921,-3300.46
137.25459,-4.9972,-3295.65
137.25393,-5.0023,-3286.64
137.25327,-5.0074,-3278.59
137.25261,-5.0125,-3254.87
137.25195,-5.0176,-3237.32
137.25128,-5.0227,-3220.63
137.25062,-5.0278,-3212.0
137.24996,-5.0329,-3201.45
137.2493,-5.038,-3178.86
137.24864,-5.0431,-3167.57
137.24798,-5.0482,-3162.51
137.24731,-5.0533,-3152.81
137.24665,-5.0584,-3126.43
137.246,-5.0635,-3117.8
137.24534,-5.0686,-3097.73
137.24468,-5.0737,-3091.04
137.24402,-5.0788,-3085.69
137.2427,-5.0889,-3080.72
137.94146,-4.2356,-3758.08
137.94079,-4.2407,-3773.51
137.94012,-4.2458,-3793.96
137.93945,-4.2508,-3751.88
137.93879,-4.2559,-3812.5
137.93812,-4.261,-3880.42
137.93745,-4.2661,-3919.98
137.93679,-4.2712,-3933.79
137.93612,-4.2763,-3962.12
137.93545,-4.2814,-3991.2
137.93478,-4.2865,-3990.46
137.93412,-4.2916,-4034.28
137.93345,-4.2967,-4068.25
137.93278,-4.3017,-4082.39
137.93211,-4.3068,-4086.54
137.93147,-4.312,-4082.22
137.93081,-4.3171,-4093.01
137.93015,-4.3222,-4099.82
137.92949,-4.3273,-4109.42
137.92883,-4.3324,-4122.08
137.92818,-4.3375,-4132.83
137.92752,-4.3426,-4144.37
137.92686,-4.3477,-4163.8
137.9262,-4.3528,-4171.13
137.92554,-4.3579,-4175.28
137.92488,-4.363,-4181.84
137.92422,-4.3681,-4184.76
137.92356,-4.3732,-4194.01
137.9229,-4.3783,-4203.29
137.92224,-4.3834,-4212.2
137.92158,-4.3885,-4219.25
137.92092,-4.3936,-4226.7
137.92026,-4.3987,-4231.89
137.9196,-4.4038,-4237.47
137.91894,-4.4089,-4242.25
137.91828,-4.414,-4247.83
137.91762,-4.4191,-4256.74
137.91696,-4.4242,-4267.86
137.9163,-4.4293,-4271.84
137.91564,-4.4344,-4277.75
137.91498,-4.4395,-4284.12
137.91432,-4.4446,-4291.8
137.91366,-4.4497,-4297.36
