long_east_deg,lat_north_deg,altitude_m,radius_m
354.48776,-2.1814,-1397.4,3394132.47
354.4871,-2.1865,-1400.75,3394128.99
354.48644,-2.1916,-1403.11,3394126.5
354.48578,-2.1966,-1408.12,3394121.36
354.48512,-2.2017,-1414.42,3394114.94
354.48445,-2.2068,-1420.28,3394108.95
354.48379,-2.2119,-1425.79,3394103.31
354.48313,-2.217,-1430.58,3394098.39
354.48247,-2.2221,-1433.05,3394095.79
354.48181,-2.2272,-1436.5,3394092.21
354.48115,-2.2323,-1438.62,3394089.96
354.48049,-2.2374,-1439.57,3394088.88
354.47982,-2.2425,-1441.1,3394087.22
354.47916,-2.2476,-1439.04,3394089.15
