long_east_deg,lat_north_deg,altitude_m,radius_m
234.1358,67.7588,-4030.05,3376491.26
234.13359,67.7538,-4031.5,3376490.94
234.13139,67.7489,-4031.31,3376492.27
234.12699,67.7389,-4031.07,3376494.78
234.12479,67.7339,-4030.43,3376496.56
234.12258,67.7289,-4030.53,3376497.59
234.12038,67.7239,-4029.1,3376500.16
234.74918,68.123,-3947.96,3376491.49
234.7469,68.118,-3947.6,3376492.97
234.74462,68.113,-3946.76,3376494.93
234.74235,68.1081,-3945.32,3376497.5
234.74007,68.1031,-3943.9,3376500.04
234.73779,68.0981,-3940.16,3376504.9
234.73551,68.0931,-3936.91,3376509.27
234.73323,68.0882,-3933.27,3376514.03
234.73096,68.0832,-3929.89,3376518.53
234.72868,68.0782,-3928.35,3376521.19
234.7264,68.0732,-3929.55,3376521.11
234.72412,68.0682,-3928.83,3376522.95
234.71957,68.0583,-3930.4,3376523.63
234.71729,68.0533,-3930.86,3376524.29
234.71501,68.0483,-3931.24,3376525.03
234.71273,68.0434,-3930.15,3376527.24
234.71045,68.0384,-3928.65,3376529.86
234.70805,68.0334,-3931.78,3376527.85
234.7058,68.0285,-3940.07,3376520.68
234.70356,68.0235,-3948.69,3376513.19
234.70132,68.0185,-3957.41,3376505.6
234.69907,68.0135,-3966.01,3376498.12
234.69683,68.0085,-3973.96,3376491.3
234.69458,68.0035,-3981.87,3376484.52
234.69234,67.9986,-3988.52,3376478.99
234.6901,67.9936,-3993.8,3376474.84
234.68785,67.9886,-3995.48,3376474.29
234.68561,67.9836,-3996.74,3376474.15
234.68336,67.9786,-3996.35,3376475.67
234.68112,67.9736,-3996.4,3376476.75
234.67887,67.9687,-3997.9,3376476.37
234.67663,67.9637,-4000.26,3376475.14
234.67439,67.9587,-4002.56,3376473.97
234.67214,67.9537,-4007.12,3376470.53
234.6699,67.9487,-4011.46,3376467.32
234.66765,67.9437,-4013.49,3376466.42
234.66541,67.9388,-4010.84,3376470.19
234.66327,67.9337,-4004.7,3376477.48
234.66107,67.9287,-3997.97,3376485.34
234.65887,67.9237,-3991.15,3376493.29
234.65667,67.9187,-3986.03,3376499.55
234.65447,67.9137,-3981.27,3376505.44
234.65227,67.9087,-3979.78,3376508.06
234.65007,67.9038,-3976.83,3376512.14
234.64786,67.8988,-3974.58,3376515.53
234.64566,67.8938,-3973.8,3376517.44
234.64346,67.8888,-3973.89,3376518.48
234.64126,67.8838,-3975.14,3376518.37
234.63906,67.8788,-3978.22,3376516.42
234.63686,67.8738,-3980.07,3376515.7
234.63466,67.8688,-3980.92,3376515.99
234.63246,67.8638,-3980.97,3376517.07
234.63026,67.8588,-3980.65,3376518.52
234.62806,67.8538,-3985.23,3376515.07
234.62586,67.8488,-3993.42,3376508.02
234.62365,67.8438,-4001.43,3376501.14
234.62145,67.8388,-4008.57,3376495.13
234.6193,67.8338,-4014.19,3376490.65
234.6171,67.8288,-4019.61,3376486.37
234.6149,67.8238,-4023.73,3376483.38
234.61269,67.8188,-4026.4,3376481.85
234.61049,67.8138,-4029.09,3376480.29
234.60829,67.8088,-4032.59,3376477.93
234.60608,67.8039,-4033.68,3376477.98
234.60388,67.7989,-4032.99,3376479.8
234.60167,67.7939,-4031.21,3376482.72
234.59947,67.7889,-4029.32,3376485.74
234.59506,67.7789,-4023.87,3376493.46
234.59286,67.7739,-4020.54,3376497.93
234.59066,67.7689,-4016.47,3376503.13
234.58845,67.764,-4013.25,3376507.49
234.58625,67.759,-4007.66,3376514.22
234.58404,67.754,-4003.15,3376519.86
234.58184,67.749,-3998.76,3376525.39
234.57964,67.744,-3995.88,3376529.4
234.57743,67.739,-3994.83,3376531.59
234.57507,67.7341,-3995.24,3376532.3
234.57286,67.7291,-3995.0,3376533.68
234.57064,67.7241,-3993.94,3376535.87
233.79893,67.7235,-3988.51,3376539.67
233.79675,67.7285,-3993.08,3376533.96
233.79456,67.7334,-3999.52,3376526.38
233.79238,67.7384,-4005.82,3376518.93
233.79019,67.7434,-4014.92,3376508.69
233.788,67.7484,-4022.58,3376499.89
233.78582,67.7534,-4029.77,3376491.55
233.78363,67.7584,-4033.81,3376486.37
233.77925,67.7683,-4041.58,3376476.32
233.77705,67.7733,-4042.77,3376473.99
233.77486,67.7783,-4042.09,3376473.53
233.77266,67.7833,-4040.64,3376473.84
233.77046,67.7882,-4038.17,3376475.17
233.76826,67.7932,-4035.2,3376477.0
233.76606,67.7982,-4031.87,3376479.19
233.76386,67.8032,-4028.62,3376481.3
233.76166,67.8082,-4025.61,3376483.17
233.75946,67.8132,-4021.61,3376486.03
233.75726,67.8181,-4017.81,3376488.69
233.75506,67.8231,-4012.71,3376492.65
233.75286,67.8281,-4008.63,3376495.59
233.75067,67.8331,-4006.07,3376497.01
234.37935,67.7226,-3972.63,3376556.69
234.37716,67.7276,-3972.21,3376555.97
234.37498,67.7326,-3972.92,3376554.12
234.37279,67.7375,-3976.65,3376549.25
234.37061,67.7425,-3982.3,3376542.46
234.36843,67.7475,-3988.59,3376535.03
234.36624,67.7524,-3996.45,3376526.03
234.36406,67.7574,-4006.53,3376514.81
234.36188,67.7624,-4015.91,3376504.29
234.3597,67.7674,-4022.98,3376496.08
234.35751,67.7723,-4027.76,3376490.16
234.35533,67.7773,-4031.64,3376485.14
234.35315,67.7823,-4036.04,3376479.6
234.35096,67.7872,-4039.08,3376475.42
234.34878,67.7922,-4038.22,3376475.14
234.34659,67.7972,-4034.89,3376477.33
234.34436,67.8022,-4030.7,3376480.39
234.34216,67.8071,-4023.96,3376485.99
234.33995,67.8121,-4017.55,3376491.27
234.33775,67.8171,-4012.99,3376494.69
234.33556,67.822,-4012.29,3376494.26
234.33336,67.827,-4012.25,3376493.16
234.33116,67.832,-4013.74,3376490.53
234.32896,67.837,-4015.93,3376487.21
234.32676,67.8419,-4019.19,3376482.81
234.32456,67.8469,-4022.66,3376478.21
234.32236,67.8519,-4027.13,3376472.6
234.32016,67.8568,-4029.45,3376469.15
234.31796,67.8618,-4031.59,3376465.87
234.31577,67.8668,-4033.51,3376462.82
234.31357,67.8718,-4028.96,3376466.23
234.31137,67.8767,-4027.4,3376466.65
234.30917,67.8817,-4027.09,3376465.83
234.30697,67.8867,-4024.13,3376467.65
234.30477,67.8916,-4022.82,3376467.83
234.30257,67.8966,-4021.35,3376468.16
234.30032,67.9016,-4018.03,3376470.33
234.2981,67.9066,-4014.53,3376472.7
234.29589,67.9115,-4011.58,3376474.52
234.29367,67.9165,-4011.84,3376473.13
234.29146,67.9215,-4017.63,3376466.21
234.28924,67.9264,-4025.7,3376457.01
234.28703,67.9314,-4030.6,3376450.98
234.28482,67.9364,-4036.18,3376444.27
234.2826,67.9413,-4042.65,3376436.67
234.28039,67.9463,-4049.04,3376429.15
234.27818,67.9513,-4053.46,3376423.59
234.27596,67.9563,-4059.02,3376416.9
234.27375,67.9612,-4065.16,3376409.63
234.27153,67.9662,-4069.97,3376403.69
234.26932,67.9712,-4072.3,3376400.23
234.26711,67.9761,-4074.82,3376396.58
234.26489,67.9811,-4076.72,3376393.55
234.26268,67.9861,-4078.25,3376390.89
234.26046,67.9911,-4081.21,3376386.8
234.25825,67.996,-4084.84,3376382.04
234.25608,68.001,-4088.58,3376377.17
234.25383,68.0059,-4091.62,3376373.0
234.25158,68.0109,-4091.9,3376371.59
234.24932,68.0159,-4093.11,3376369.25
234.24707,68.0209,-4094.19,3376367.04
234.24482,68.0258,-4096.12,3376363.98
234.24257,68.0308,-4098.71,3376360.26
234.24031,68.0358,-4102.8,3376355.04
234.23806,68.0408,-4107.35,3376349.36
234.23581,68.0458,-4112.93,3376342.65
234.23355,68.0507,-4116.7,3376337.76
234.2313,68.0557,-4120.94,3376332.39
234.22905,68.0607,-4123.82,3376328.38
234.2268,68.0657,-4125.02,3376326.05
234.22454,68.0706,-4129.2,3376320.74
234.22229,68.0756,-4132.07,3376316.74
234.22004,68.0806,-4135.49,3376312.19
234.21778,68.0856,-4138.79,3376307.76
234.21553,68.0906,-4142.53,3376302.89
234.21328,68.0955,-4146.75,3376297.54
234.20852,68.1055,-4156.55,3376285.48
234.20622,68.1105,-4161.37,3376279.53
234.20392,68.1155,-4161.09,3376278.68
234.20163,68.1205,-4162.2,3376276.45
234.19933,68.1255,-4164.37,3376273.15
234.19703,68.1305,-4166.37,3376270.02
234.19474,68.1354,-4166.71,3376268.56
234.19244,68.1404,-4165.58,3376268.56
234.19014,68.1454,-4165.65,3376267.36
234.18785,68.1504,-4164.44,3376267.45
234.18555,68.1554,-4164.49,3376266.27
234.18325,68.1604,-4164.19,3376265.44
234.17866,68.1703,-4160.31,3376267.07
234.17636,68.1753,-4159.25,3376267.0
234.17406,68.1803,-4157.39,3376267.74
234.17176,68.1853,-4155.15,3376268.85
234.16947,68.1903,-4153.8,3376269.07
234.16717,68.1953,-4153.32,3376268.43
234.1648,68.2003,-4147.27,3376273.35
234.16249,68.2052,-4143.66,3376275.84
234.16018,68.2102,-4140.17,3376278.21
234.15787,68.2152,-4136.97,3376280.28
234.15556,68.2202,-4134.74,3376281.39
234.15325,68.2252,-4134.63,3376280.38
234.15094,68.2302,-4134.59,3376279.29
234.14863,68.2352,-4133.99,3376278.77
234.14632,68.2401,-4131.76,3376279.88
234.144,68.2451,-4129.95,3376280.56
234.14169,68.2501,-4127.73,3376281.66
234.13938,68.2551,-4123.91,3376284.35
234.13707,68.2601,-4121.28,3376285.86
234.13476,68.2651,-4120.29,3376285.73
234.13245,68.27,-4121.05,3376283.84
234.13014,68.275,-4118.82,3376284.95
234.12783,68.28,-4117.65,3376285.0
234.12552,68.285,-4115.77,3376285.75
234.12321,68.29,-4115.12,3376285.28
234.1209,68.295,-4114.67,3376284.61
234.11855,68.2999,-4115.81,3376282.35
234.11623,68.3049,-4119.22,3376277.82
234.1139,68.3099,-4120.35,3376275.57
234.11158,68.3149,-4118.12,3376276.68
234.10926,68.3199,-4117.72,3376275.96
234.10693,68.3249,-4118.96,3376273.6
234.10461,68.3298,-4120.79,3376270.65
234.10229,68.3348,-4122.02,3376268.31
234.09996,68.3398,-4124.18,3376265.03
234.09764,68.3448,-4126.11,3376261.98
234.09532,68.3498,-4129.89,3376257.08
234.09299,68.3548,-4128.04,3376257.81
234.09067,68.3597,-4126.27,3376258.46
234.08834,68.3647,-4126.25,3376257.37
234.08602,68.3697,-4126.67,3376255.83
234.0837,68.3747,-4126.73,3376254.65
234.08137,68.3797,-4126.37,3376253.89
234.07905,68.3847,-4127.44,3376251.7
234.07673,68.3896,-4127.61,3376250.41
234.0744,68.3946,-4126.79,3376250.11
234.07198,68.3996,-4125.83,3376249.96
234.06965,68.4046,-4125.01,3376249.66
234.06732,68.4096,-4124.74,3376248.82
234.06499,68.4146,-4123.92,3376248.52
234.06266,68.4195,-4122.44,3376248.89
234.06033,68.4245,-4121.81,3376248.41
234.058,68.4295,-4122.84,3376246.26
234.05567,68.4345,-4123.63,3376244.36
234.05334,68.4395,-4124.15,3376242.72
234.05101,68.4445,-4124.24,3376241.52
234.04868,68.4494,-4124.93,3376239.71
234.04635,68.4544,-4128.27,3376235.26
234.04169,68.4644,-4130.21,3376231.09
234.03936,68.4694,-4127.99,3376232.19
234.03703,68.4743,-4129.22,3376229.85
234.0347,68.4793,-4125.39,3376232.57
234.03237,68.4843,-4125.22,3376231.62
234.03004,68.4893,-4126.02,3376229.71
234.02771,68.4943,-4119.55,3376235.06
234.02538,68.4993,-4125.27,3376228.23
234.02305,68.5042,-4130.48,3376221.91
234.02072,68.5092,-4131.75,3376219.53
234.01838,68.5142,-4133.6,3376216.56
234.01604,68.5192,-4126.64,3376222.42
234.01371,68.5242,-4128.84,3376219.11
234.01138,68.5292,-4129.17,3376217.67
234.00904,68.5341,-4129.01,3376216.72
234.00671,68.5391,-4127.75,3376216.87
234.00437,68.5441,-4128.91,3376214.6
234.00204,68.5491,-4128.76,3376213.64
233.9997,68.5541,-4136.23,3376205.06
233.99737,68.559,-4143.01,3376197.17
233.99503,68.564,-4145.23,3376193.84
233.9927,68.569,-4148.66,3376189.3
233.99037,68.574,-4148.64,3376188.21
233.98803,68.579,-4152.52,3376183.22
233.9857,68.584,-4154.73,3376179.9
233.98336,68.5889,-4156.76,3376176.76
233.9786,68.5989,-4160.09,3376171.19
233.97626,68.6039,-4158.33,3376171.85
233.97392,68.6089,-4154.62,3376174.45
233.97158,68.6139,-4155.68,3376172.29
233.96923,68.6188,-4153.48,3376173.38
233.96689,68.6238,-4155.08,3376170.67
233.96455,68.6288,-4153.24,3376171.41
233.96221,68.6338,-4156.32,3376167.22
233.95987,68.6387,-4157.13,3376165.31
233.95752,68.6437,-4155.76,3376165.57
233.95518,68.6487,-4156.91,3376163.32
233.95284,68.6537,-4155.43,3376163.69
233.9505,68.6587,-4156.22,3376161.8
233.94815,68.6636,-4154.01,3376162.9
233.94581,68.6686,-4153.4,3376162.41
233.94347,68.6736,-4155.14,3376159.56
233.94113,68.6786,-4154.54,3376159.05
233.93879,68.6835,-4151.1,3376161.39
233.93644,68.6885,-4154.9,3376156.48
233.9341,68.6935,-4153.5,3376156.78
233.93177,68.6984,-4156.24,3376152.95
233.92943,68.7034,-4157.04,3376151.05
233.92708,68.7084,-4157.15,3376149.84
233.92473,68.7133,-4160.05,3376145.84
233.92239,68.7183,-4165.09,3376139.7
233.80661,67.7241,-3990.62,3376537.29
233.80439,67.7291,-3996.28,3376530.49
233.80217,67.7341,-4002.96,3376522.67
233.79994,67.739,-4009.8,3376514.69
233.79772,67.744,-4017.99,3376505.35
233.7955,67.749,-4025.71,3376496.49
233.79328,67.754,-4032.37,3376488.69
233.79106,67.7589,-4036.7,3376483.22
233.78884,67.7639,-4040.38,3376478.4
233.78662,67.7689,-4044.64,3376473.0
233.78439,67.7739,-4045.0,3376471.5
233.78217,67.7789,-4043.39,3376471.97
233.77995,67.7838,-4041.4,3376472.82
233.77773,67.7888,-4037.63,3376475.45
233.7755,67.7938,-4033.69,3376478.24
233.77328,67.7988,-4029.67,3376481.12
233.77106,67.8038,-4024.77,3376484.88
233.76883,67.8087,-4021.37,3376487.14
233.76661,67.8137,-4017.46,3376489.91
233.76438,67.8187,-4013.25,3376492.99
233.76214,67.8237,-4006.75,3376498.35
233.7599,67.8287,-4002.49,3376501.47
233.75765,67.8336,-3999.66,3376503.16
233.75541,67.8386,-3992.52,3376509.16
233.75316,67.8436,-3985.97,3376514.57
233.75092,67.8486,-3981.47,3376517.93
234.38849,67.7218,-3972.19,3376556.69
234.38631,67.7267,-3967.56,3376560.18
234.38413,67.7317,-3968.87,3376557.73
234.38195,67.7367,-3970.36,3376555.1
234.37978,67.7417,-3976.29,3376548.03
234.3776,67.7466,-3982.19,3376540.99
234.37542,67.7516,-3988.5,3376533.54
234.37324,67.7566,-3997.38,3376523.51
234.37106,67.7616,-4007.76,3376511.99
234.36889,67.7666,-4017.4,3376501.21
234.36671,67.7715,-4023.74,3376493.73
234.36453,67.7765,-4029.6,3376486.73
234.36013,67.7865,-4036.87,3376477.17
234.35794,67.7914,-4038.23,3376474.67
234.35574,67.7964,-4036.28,3376475.48
234.35355,67.8014,-4033.59,3376477.04
234.35135,67.8064,-4028.31,3376481.18
234.34915,67.8113,-4021.04,3376487.31
234.34696,67.8163,-4014.5,3376492.71
234.34476,67.8213,-4011.81,3376494.27
234.34256,67.8263,-4010.36,3376494.58
234.34037,67.8312,-4010.89,3376492.91
234.33817,67.8362,-4012.37,3376490.29
234.33598,67.8412,-4014.13,3376487.4
234.33378,67.8462,-4017.78,3376482.61
234.33159,67.8512,-4021.87,3376477.38
234.32939,67.8561,-4025.76,3376472.35
234.3272,67.8611,-4029.08,3376467.9
234.325,67.8661,-4030.83,3376465.01
234.32281,67.8711,-4030.33,3376464.37
234.32061,67.876,-4027.63,3376465.93
234.31848,67.881,-4026.52,3376465.91
234.31402,67.891,-4023.32,3376466.84
234.3118,67.8959,-4022.59,3376466.44
234.30957,67.9009,-4018.66,3376469.24
234.30734,67.9059,-4013.98,3376472.78
234.30511,67.9109,-4009.48,3376476.15
234.30288,67.9158,-4007.54,3376476.96
234.30066,67.9208,-4009.44,3376473.92
234.29843,67.9258,-4015.23,3376467.0
234.29621,67.9308,-4023.35,3376457.74
234.29398,67.9358,-4029.67,3376450.29
234.29176,67.9407,-4036.73,3376442.1
234.28953,67.9457,-4043.05,3376434.64
234.2873,67.9507,-4048.99,3376427.57
234.28508,67.9557,-4053.73,3376421.69
234.28285,67.9606,-4058.16,3376416.13
234.28063,67.9656,-4063.63,3376409.53
234.2784,67.9706,-4067.84,3376404.18
234.27617,67.9756,-4071.85,3376399.04
234.2739,67.9805,-4073.63,3376396.13
234.27165,67.9855,-4075.37,3376393.26
234.26941,67.9905,-4077.87,3376389.63
234.26716,67.9955,-4081.65,3376384.72
234.26491,68.0004,-4085.26,3376379.98
234.26266,68.0054,-4087.86,3376376.25
234.26041,68.0104,-4089.26,3376373.72
234.25816,68.0154,-4089.11,3376372.74
234.25591,68.0203,-4090.67,3376370.05
234.25367,68.0253,-4092.42,3376367.17
234.25142,68.0303,-4094.9,3376363.57
234.24917,68.0353,-4098.68,3376358.66
234.24692,68.0402,-4103.36,3376352.85
234.24467,68.0452,-4107.94,3376347.14
234.24243,68.0502,-4112.19,3376341.76
234.24018,68.0552,-4115.58,3376337.24
234.23793,68.0602,-4120.04,3376331.65
234.23568,68.0651,-4122.44,3376328.12
234.23343,68.0701,-4125.17,3376324.26
234.23118,68.0751,-4126.94,3376321.36
234.229,68.08,-4130.62,3376316.55
234.22672,68.085,-4133.62,3376312.43
234.22444,68.09,-4136.72,3376308.2
234.22215,68.095,-4141.23,3376302.57
234.21987,68.0999,-4146.73,3376295.94
234.21759,68.1049,-4151.96,3376289.57
234.21531,68.1099,-4156.46,3376283.95
234.21303,68.1149,-4160.44,3376278.84
234.21075,68.1199,-4160.8,3376277.36
234.20847,68.1248,-4163.28,3376273.75
234.20618,68.1298,-4165.2,3376270.71
234.2039,68.1348,-4165.54,3376269.24
234.20162,68.1398,-4164.93,3376268.73
234.19934,68.1448,-4166.11,3376266.42
234.19705,68.1498,-4164.18,3376267.23
234.19477,68.1547,-4162.93,3376267.34
234.19249,68.1597,-4162.46,3376266.68
234.19021,68.1647,-4162.09,3376265.93
234.18792,68.1697,-4160.14,3376266.75
234.18564,68.1747,-4158.22,3376267.55
234.1833,68.1796,-4156.26,3376268.37
234.181,68.1846,-4153.26,3376270.25
234.17869,68.1896,-4151.58,3376270.81
234.17638,68.1946,-4150.1,3376271.17
234.17408,68.1996,-4148.56,3376271.58
234.17177,68.2045,-4143.62,3376275.4
234.16946,68.2095,-4139.9,3376278.0
234.16715,68.2145,-4137.11,3376279.67
234.16485,68.2195,-4134.91,3376280.74
234.16254,68.2245,-4134.07,3376280.46
234.16023,68.2295,-4134.86,3376278.55
234.15793,68.2344,-4133.97,3376278.32
234.15562,68.2394,-4132.03,3376279.13
234.15331,68.2444,-4130.45,3376279.59
234.15101,68.2494,-4128.55,3376280.37
234.1487,68.2544,-4125.22,3376282.58
234.14639,68.2594,-4121.95,3376284.72
234.14408,68.2643,-4120.46,3376285.09
234.14178,68.2693,-4120.01,3376284.42
234.13947,68.2743,-4120.79,3376282.52
234.13715,68.2793,-4117.71,3376284.47
234.13483,68.2843,-4118.41,3376282.65
234.13251,68.2892,-4116.84,3376283.1
234.13018,68.2942,-4116.38,3376282.44
234.12786,68.2992,-4114.97,3376282.74
234.12554,68.3042,-4117.54,3376279.05
