long_east_deg,lat_north_deg,altitude_m,radius_m
137.33085,-4.4113,-4328.7,3391317.98
137.33019,-4.4164,-4335.83,3391310.56
137.32953,-4.4215,-4340.63,3391305.47
137.3282,-4.4317,-4349.87,3391295.64
137.32754,-4.4368,-4352.43,3391292.79
137.32688,-4.4419,-4354.3,3391290.63
137.32622,-4.447,-4361.26,3391283.38
137.32557,-4.4521,-4366.7,3391277.64
137.32491,-4.4571,-4370.87,3391273.18
137.32425,-4.4622,-4375.65,3391268.1
137.32359,-4.4673,-4380.14,3391263.32
137.32293,-4.4724,-4385.69,3391257.47
137.32227,-4.4775,-4389.31,3391253.56
137.32161,-4.4826,-4394.14,3391248.43
137.32095,-4.4877,-4399.96,3391242.32
137.32029,-4.4928,-4404.9,3391237.08
137.31963,-4.4979,-4409.96,3391231.73
137.31897,-4.5029,-4414.56,3391226.83
137.31831,-4.508,-4418.53,3391222.57
137.31765,-4.5131,-4422.67,3391218.13
137.31699,-4.5182,-4427.34,3391213.17
137.31634,-4.5233,-4430.78,3391209.43
137.31568,-4.5284,-4434.03,3391205.89
137.31502,-4.5335,-4437.64,3391201.98
137.31436,-4.5386,-4440.94,3391198.39
137.3137,-4.5436,-4445.06,3391193.97
137.31304,-4.5487,-4449.05,3391189.69
137.3124,-4.5538,-4450.44,3391188.01
137.31107,-4.564,-4457.52,3391180.34
137.31041,-4.5691,-4459.62,3391177.94
137.30975,-4.5742,-4465.61,3391171.65
137.30908,-4.5793,-4463.33,3391173.63
137.30842,-4.5844,-4463.94,3391172.72
137.30776,-4.5895,-4463.85,3391172.52
137.30709,-4.5945,-4464.22,3391171.85
137.30643,-4.5996,-4462.15,3391173.62
137.30577,-4.6047,-4462.88,3391172.59
137.30511,-4.6098,-4464.0,3391171.17
137.30444,-4.6149,-4466.19,3391168.68
137.30378,-4.62,-4465.75,3391168.83
137.30312,-4.6251,-4468.3,3391165.98
137.30245,-4.6302,-4480.55,3391153.43
137.30179,-4.6353,-4475.0,3391158.68
137.30113,-4.6404,-4463.99,3391169.4
137.30047,-4.6455,-4468.12,3391164.97
137.2998,-4.6506,-4469.46,3391163.33
137.29912,-4.6557,-4471.99,3391160.49
137.29846,-4.6608,-4473.83,3391158.35
137.29779,-4.6659,-4472.26,3391159.62
137.29713,-4.671,-4472.94,3391158.64
137.29646,-4.6761,-4476.21,3391155.07
137.2958,-4.6812,-4476.92,3391154.07
137.29513,-4.6863,-4484.2,3391146.49
137.29446,-4.6914,-4472.92,3391157.46
137.2938,-4.6965,-4469.48,3391160.6
137.29313,-4.7016,-4477.32,3391152.46
137.29247,-4.7067,-4473.42,3391156.06
137.2918,-4.7118,-4476.81,3391152.37
137.29113,-4.7169,-4471.07,3391157.81
137.29047,-4.722,-4456.86,3391171.71
137.2898,-4.7271,-4446.18,3391182.09
137.28914,-4.7322,-4433.04,3391194.94
137.2878,-4.7424,-4414.1,3391213.28
137.28714,-4.7475,-4395.35,3391231.73
137.28647,-4.7526,-4383.5,3391243.28
137.2858,-4.7577,-4355.93,3391270.54
137.28513,-4.7628,-4330.69,3391295.48
137.28447,-4.7679,-4320.91,3391304.96
137.2838,-4.773,-4316.75,3391308.82
137.28314,-4.7781,-4314.01,3391311.25
137.28247,-4.7832,-4310.23,3391314.73
137.28181,-4.7883,-4307.43,3391317.23
