long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg
137.88512,-5.0878,-213.93,3395384.73,6.674163818646147
137.70285,-5.086,-423.44,3395177.71,
137.70218,-5.0809,-418.6,3395182.88,
137.70151,-5.0758,-410.74,3395191.07,
137.70084,-5.0707,-404.26,3395197.87,
137.70017,-5.0656,-405.5,3395196.95,
137.6995,-5.0605,-412.99,3395189.79,
137.69883,-5.0554,-369.94,3395233.17,
137.69816,-5.0503,-338.66,3395264.78,
137.69749,-5.0452,-320.81,3395282.95,
137.69682,-5.04,-314.52,3395289.57,
137.69615,-5.0349,-276.99,3395327.43,
137.69548,-5.0298,-237.32,3395367.43,
137.69481,-5.0247,-215.1,3395389.97,
137.69414,-5.0196,-215.53,3395389.86,
137.69347,-5.0145,-176.22,3395429.5,
137.6928,-5.0094,-160.91,3395445.14,
137.69213,-5.0043,-160.03,3395446.34,
137.69146,-4.9992,-145.94,3395460.76,
137.69084,-4.9942,-128.77,3395478.26,
137.69018,-4.9891,-119.43,3395487.92,
137.68952,-4.984,-116.3,3395491.38,
137.68886,-4.9789,-109.96,3395498.04,
137.6882,-4.9738,-86.75,3395521.58,
137.68754,-4.9687,-94.66,3395513.99,
137.68688,-4.9636,-46.56,3395562.41,
137.68622,-4.9586,-41.46,3395567.84,
137.68556,-4.9535,-31.37,3395578.25,
137.6849,-4.9484,-51.24,3395558.71,
137.68424,-4.9433,-40.63,3395569.64,
137.68358,-4.9382,-41.43,3395569.17,
137.68292,-4.9331,-53.05,3395557.87,
137.68226,-4.928,-59.75,3395551.5,
137.6816,-4.9229,-50.85,3395560.72,
137.68094,-4.9178,-69.23,3395542.66,
137.68027,-4.9127,-62.89,3395549.33,
137.67961,-4.9076,-50.41,3395562.13,
137.67895,-4.9025,-42.33,3395570.54,
137.67829,-4.8975,-37.44,3395575.75,
137.67765,-4.8924,-35.86,3395577.64,
137.67699,-4.8873,-29.81,3395584.01,
137.67632,-4.8822,-44.81,3395569.34,
137.67566,-4.8771,-60.61,3395553.86,
137.67499,-4.872,-63.9,3395550.89,
137.67432,-4.8669,-69.24,3395545.87,
137.67366,-4.8618,-83.85,3395531.58,
137.67299,-4.8567,-101.47,3395514.28,
137.67233,-4.8516,-115.39,3395500.69,
137.67166,-4.8465,-138.6,3395477.8,
137.671,-4.8414,-154.68,3395462.04,
137.67033,-4.8363,-175.78,3395441.26,
137.66966,-4.8312,-188.43,3395428.94,
137.669,-4.8261,-188.08,3395429.61,
137.66833,-4.821,-260.92,3395357.09,
137.66767,-4.8159,-328.59,3395289.74,15.120185303795722
137.667,-4.8109,-411.44,3395207.21,16.397152684670544
137.66633,-4.8058,-460.66,3395158.31,16.84019335787846
137.66567,-4.8007,-537.84,3395081.46,16.94288094012768
137.665,-4.7956,-630.72,3394988.9,16.85090434076966
137.66429,-4.7904,-732.34,3394887.61,17.45500949972454
137.66361,-4.7853,-787.43,3394832.84,18.530147837256248
137.66294,-4.7802,-874.35,3394746.24,19.21713260836104
137.66226,-4.7751,-978.1,3394642.81,19.93988429273413
137.66159,-4.77,-1084.65,3394536.58,20.565180418019064
137.66091,-4.7649,-1222.17,3394399.37,20.56100189142859
137.66024,-4.7598,-1327.52,3394294.34,20.265473420723417
137.65956,-4.7547,-1417.34,3394204.84,19.920902397586183
137.65888,-4.7496,-1529.16,3394093.34,19.26462343415846
137.65821,-4.7445,-1639.59,3393983.23,19.127509013413466
137.65753,-4.7394,-1745.03,3393878.11,19.345712351699415
137.65686,-4.7343,-1837.98,3393785.48,21.214591480632055
137.65618,-4.7292,-1920.02,3393703.76,22.566532647953323
137.65551,-4.7241,-2040.37,3393583.73,22.9950902561563
137.65483,-4.719,-2206.96,3393417.46,24.2508566827091
137.65416,-4.7139,-2306.72,3393318.01,24.423202886361192
137.6528,-4.7037,-2554.9,3393070.47,22.941977542183967
137.65213,-4.6986,-2660.18,3392965.51,21.80437868962375
137.65145,-4.6935,-2753.56,3392872.45,21.397506276352274
137.65073,-4.6884,-2852.36,3392773.98,20.74749000583369
137.65007,-4.6833,-2941.6,3392685.06,20.378892263378745
137.6494,-4.6782,-3076.56,3392550.42,19.954834980583062
137.64873,-4.6731,-3153.81,3392473.48,18.902969060032415
137.64806,-4.668,-3244.07,3392383.54,18.65686486530479
137.64739,-4.6629,-3344.04,3392283.88,17.922144714340593
137.64672,-4.6578,-3444.07,3392184.17,
137.64605,-4.6527,-3550.3,3392078.26,
137.64538,-4.6476,-3630.78,3391998.09,
137.64472,-4.6425,-3711.4,3391917.79,
137.64405,-4.6374,-3783.74,3391845.77,
137.64338,-4.6323,-3897.3,3391732.53,
137.64271,-4.6272,-3949.0,3391681.15,
137.64204,-4.6221,-3984.59,3391645.87,
137.64138,-4.617,-4015.0,3391615.78,
137.64071,-4.6119,-4044.5,3391586.59,
137.64004,-4.6068,-4071.95,3391559.46,
137.63937,-4.6017,-4103.04,3391528.69,
137.6387,-4.5966,-4130.44,3391501.6,
137.63804,-4.5915,-4154.29,3391478.07,
137.6374,-4.5864,-4184.29,3391448.4,
137.63674,-4.5813,-4209.56,3391423.44,
137.63608,-4.5762,-4234.83,3391398.49,
137.63541,-4.5711,-4260.87,3391372.76,
137.63475,-4.566,-4283.33,3391350.62,
137.63409,-4.5609,-4299.38,3391334.87,
137.63343,-4.5558,-4321.45,3391313.12,
137.63277,-4.5507,-4337.92,3391296.96,
137.63211,-4.5456,-4356.78,3391278.42,
137.63145,-4.5405,-4369.84,3391265.67,
137.63079,-4.5354,-4388.57,3391247.26,
137.63013,-4.5303,-4403.22,3391232.92,
137.62947,-4.5252,-4416.72,3391219.74,
137.62881,-4.5201,-4429.11,3391207.66,
137.62815,-4.515,-4437.58,3391199.51,
137.62749,-4.5099,-4441.03,3391196.36,
137.62683,-4.5048,-4456.8,3391180.91,
137.62617,-4.4997,-4466.12,3391171.9,
137.62551,-4.4946,-4486.42,3391151.92,1.7610095856484438
137.62485,-4.4895,-4499.04,3391139.61,1.1046721678221987
137.6242,-4.4844,-4500.74,3391138.22,0.6105777677653167
137.62353,-4.4793,-4489.39,3391149.88,0.4572622260701659
137.62287,-4.4742,-4486.84,3391152.74,0.6752941280029937
137.62221,-4.4691,-4488.32,3391151.58,0.7681051647656139
137.62154,-4.464,-4482.65,3391157.56,0.717112190074073
137.62088,-4.459,-4478.12,3391162.4,0.7638159779769692
137.62022,-4.4539,-4471.77,3391169.06,0.8106751057916727
137.61956,-4.4488,-4467.22,3391173.92,0.9403023472750248
137.61889,-4.4437,-4464.67,3391176.78,1.0083746346763407
137.61823,-4.4386,-4463.2,3391178.56,1.2529833700407311
137.61757,-4.4335,-4451.56,3391190.52,1.3618589061989148
137.6169,-4.4284,-4443.91,3391198.48,1.6461793551093802
137.61624,-4.4233,-4435.72,3391206.98,1.7886462382827861
137.61558,-4.4182,-4426.42,3391216.59,1.7370605190653028
137.61491,-4.4131,-4414.41,3391228.91,1.675867871982128
