long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg
77.77958,18.3382,-2679.19,3391840.45,0.3590655507747202
77.77888,18.3432,-2685.38,3391833.4,0.4898940695570906
77.77818,18.3483,-2681.42,3391836.49,0.5892920466807627
77.77748,18.3533,-2677.3,3391839.75,0.6378588089920101
77.77678,18.3584,-2668.17,3391848.01,0.6484898813250267
77.77608,18.3634,-2666.17,3391849.15,0.6498686516559133
77.77538,18.3685,-2664.88,3391849.57,0.6405133590632744
77.77468,18.3735,-2660.98,3391852.61,0.6158884420138182
77.77398,18.3786,-2650.42,3391862.3,0.6229052710442312
77.77328,18.3836,-2653.65,3391858.21,0.5967494074864161
77.77258,18.3887,-2647.4,3391863.59,0.482503105928281
77.77188,18.3937,-2648.19,3391861.94,0.42471523314786913
77.77117,18.3988,-2644.27,3391864.99,0.3460637761491493
77.77047,18.4038,-2643.32,3391865.08,0.3452894646015483
77.76977,18.4089,-2643.54,3391863.99,0.6859246160872416
77.76907,18.4139,-2647.59,3391859.08,1.1641788861497249
77.76837,18.419,-2651.69,3391854.11,1.4426709203244648
77.76699,18.4291,-2666.39,3391837.67,1.6689191469732243
77.7663,18.4342,-2667.79,3391835.41,1.5751621502835835
77.7656,18.4392,-2666.78,3391835.55,1.457514698938479
77.76491,18.4443,-2668.22,3391833.24,1.4310670568434354
77.76421,18.4494,-2663.48,3391837.11,1.4508094265556257
77.76352,18.4544,-2652.9,3391846.83,1.375589552562245
77.76282,18.4595,-2645.0,3391853.86,1.1479507852799484
77.76212,18.4645,-2630.57,3391867.42,0.8438955911436579
77.76143,18.4696,-2621.4,3391875.72,0.5376178005213038
77.76073,18.4747,-2617.2,3391879.06,0.2063257617494294
77.76004,18.4797,-2620.07,3391875.32,0.4997099741933461
77.75934,18.4848,-2631.55,3391862.97,0.6158103492938308
77.75865,18.4898,-2634.02,3391859.63,0.7627102562537341
77.75795,18.4949,-2630.17,3391862.62,1.1129677291749493
77.75726,18.5,-2618.74,3391873.18,1.4336221712338098
77.75656,18.505,-2603.62,3391887.43,1.4333229725332959
77.75586,18.5101,-2602.83,3391887.35,1.2871773806775655
77.75517,18.5151,-2600.83,3391888.49,1.0949425254208351
77.75447,18.5202,-2597.58,3391890.87,1.0819899799597634
77.75378,18.5252,-2595.27,3391892.32,1.1446896514254208
77.75308,18.5303,-2592.26,3391894.46,1.0735241687633343
77.75239,18.5354,-2591.24,3391894.61,0.9587480602511828
77.75169,18.5404,-2590.72,3391894.26,0.7933834299359442
77.751,18.5455,-2590.24,3391893.87,0.6306108609800453
77.7503,18.5505,-2588.18,3391895.06,0.5775330787697955
77.7496,18.5556,-2584.8,3391897.57,0.8980448937696018
77.74891,18.5607,-2579.37,3391902.13,1.037668717016061
77.74821,18.5657,-2566.39,3391914.24,1.1336412816565655
77.74752,18.5708,-2562.18,3391917.58,1.0483694312394543
77.74682,18.5758,-2563.24,3391915.66,0.8744744170569276
77.74612,18.5809,-2553.37,3391924.66,0.5869519746404405
77.74543,18.586,-2551.65,3391925.51,0.44332795103690176
77.74473,18.591,-2547.59,3391928.7,0.5438247442309928
77.74404,18.5961,-2549.23,3391926.19,0.743949368183117
77.74334,18.6011,-2546.52,3391928.03,1.209281928132051
77.74264,18.6062,-2534.4,3391939.28,1.5256637656784626
77.74195,18.6113,-2520.36,3391952.45,1.748787689966056
77.74125,18.6163,-2508.69,3391963.25,1.6401174879954867
77.73985,18.6264,-2499.42,3391970.79,1.3008921063903462
77.73915,18.6315,-2497.37,3391971.97,1.2903214224865245
77.73845,18.6366,-2496.07,3391972.4,1.2254899951236062
77.73775,18.6416,-2488.1,3391979.5,1.1022017712678267
77.73706,18.6467,-2475.97,3391990.76,0.8880514475462045
