long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg,roughness_rms_m,label
301.29858,-13.0022,-1520.94,3393257.74,29.839644805585095,75.12804344014238,0
301.2979,-13.0073,-1482.97,3393294.95,31.60254201310177,76.67288988843438,0
301.29721,-13.0124,-1511.77,3393265.39,32.573097017639675,79.08976790300878,0
301.29653,-13.0176,-1619.14,3393157.26,33.133334096131705,80.00583914918576,0
301.29584,-13.0227,-1787.83,3392987.81,33.206732202161,48.56559966254898,0
301.29516,-13.0278,-1982.67,3392792.21,32.61581809928451,24.955533740643332,0
301.29448,-13.0329,-2153.63,3392620.49,31.96718625585879,20.169799087638573,0
301.2938,-13.038,-2317.91,3392455.45,30.708132052379717,19.836204387755703,0
301.29312,-13.0431,-2481.8,3392290.8,29.45226331214116,16.64563458611173,0
301.29243,-13.0482,-2642.36,3392129.48,27.780910351540367,21.07697170554632,0
301.29175,-13.0533,-2793.44,3391977.64,25.353266925756532,35.26012916547902,0
301.29107,-13.0585,-2943.72,3391826.6,22.126653853568804,39.52395573734654,0
301.29038,-13.0636,-3052.95,3391716.61,18.665737763576587,31.77930416539757,0
301.2897,-13.0687,-3126.45,3391642.35,16.216388319599304,27.138245179258927,0
301.28902,-13.0738,-3218.68,3391549.36,13.819777128998645,21.62222805818781,0
301.28833,-13.0789,-3291.22,3391476.06,13.126775635182886,20.727902537348214,0
301.28765,-13.084,-3330.76,3391435.76,13.287734308138212,21.08635991271649,0
301.28696,-13.0891,-3350.58,3391415.18,13.140477831898824,20.012974826584074,0
301.28628,-13.0943,-3429.66,3391335.34,12.702829859216202,21.461641263958796,0
301.28491,-13.1045,-3609.28,3391154.22,11.231899577722027,31.147668026202954,0
301.28423,-13.1096,-3660.51,3391102.23,9.566098545070586,28.096184935341178,0
301.28354,-13.1147,-3751.04,3391010.95,7.908978596495298,17.443078566499505,0
301.28286,-13.1198,-3795.63,3390965.61,7.581833392465525,18.828806526109208,0
301.28217,-13.1249,-3821.19,3390939.3,7.185215381421064,15.764029343358335,0
301.28149,-13.1301,-3854.53,3390905.2,7.1523887817989396,15.95207397000329,0
301.2808,-13.1352,-3870.73,3390888.25,9.328610414013522,36.409500468828014,0
301.28012,-13.1403,-3907.86,3390850.37,12.601585439677196,39.290797541826194,0
301.25681,-13.3142,-4994.04,3389738.75,2.186720602025317,3.050163969838718,0
301.25612,-13.3193,-5004.67,3389727.38,1.7466913188345219,2.853627752071673,0
301.25475,-13.3296,-5021.66,3389708.91,0.7117014977961108,7.670191931445022,0
301.25406,-13.3347,-5028.45,3389701.38,0.30233391793819825,6.471426146791948,0
301.25338,-13.3398,-5019.04,3389710.05,0.29429057667342595,4.336049904620698,0
301.25269,-13.3449,-5011.63,3389716.72,0.35597103585455536,4.11312574386553,0
301.252,-13.35,-5013.23,3389714.38,0.3871588312442493,4.3806442477019605,0
301.25132,-13.3551,-5015.75,3389711.12,0.5940729654565923,6.374663623828068,0
301.25063,-13.3603,-5018.88,3389707.25,1.2614845422906453,10.304854366657302,0
301.24994,-13.3654,-5011.1,3389714.29,2.5670628052852615,13.128678936787935,0
301.24926,-13.3705,-4993.83,3389730.82,4.068885599344369,15.271081926150085,0
301.24857,-13.3756,-4968.79,3389755.12,5.58550933537642,13.883004381827172,0
301.24788,-13.3807,-4929.62,3389793.55,6.704835666247093,10.052680043859489,0
301.24719,-13.3858,-4887.23,3389835.2,7.204818305939642,5.943163813150947,0
301.24651,-13.391,-4843.76,3389877.93,7.0244937206898,7.69795689138068,0
301.24582,-13.3961,-4807.81,3389913.14,8.106229943690135,21.969946009680047,0
301.24513,-13.4012,-4778.32,3389941.89,9.557714688615924,29.927375111204295,0
301.24445,-13.4063,-4758.56,3389960.91,11.068015739976627,31.730743834638634,0
301.24377,-13.4114,-4640.16,3390078.57,11.531853873478973,30.158321893742468,0
301.24309,-13.4166,-4555.08,3390162.92,10.374720187728617,36.79842189209744,0
301.24241,-13.4217,-4527.07,3390190.2,7.94497222201544,46.18049533427924,0
301.24173,-13.4268,-4509.8,3390206.73,4.835076526759383,29.928337220998664,0
301.24105,-13.4319,-4496.73,3390219.07,3.7356186436751533,17.61148446410745,0
301.24037,-13.437,-4520.14,3390194.93,3.889780429784292,15.411754514877945,0
301.23969,-13.4421,-4535.57,3390178.76,4.482591290481845,10.631355092668617,0
301.23901,-13.4473,-4555.05,3390158.55,4.334820973754213,10.97841806889674,0
301.23834,-13.4524,-4573.47,3390139.4,4.557014405431325,14.172054709285913,0
301.19117,-13.8055,-4825.59,3389837.5,5.5355619822227675,8.618283321306544,0
301.19048,-13.8106,-4821.88,3389840.5,5.443063660274484,15.926721398189521,0
301.18912,-13.8208,-4856.47,3389804.5,5.271016769198176,19.564822507059674,0
301.18844,-13.826,-4887.89,3389772.37,6.175889280998913,21.08739300475584,0
301.18708,-13.8362,-4891.26,3389767.59,7.205067899179612,18.941650669100966,0
301.1864,-13.8413,-4902.85,3389755.29,6.935259858002821,24.652325880455365,0
301.18572,-13.8465,-4890.49,3389766.95,6.329793576784721,25.851851249849254,0
301.18504,-13.8516,-4881.13,3389775.6,4.458429286604306,18.847694442626374,0
301.18436,-13.8567,-4842.81,3389813.22,2.5590429217465935,11.817537196567203,0
301.18368,-13.8618,-4837.2,3389818.12,2.689819608054178,13.110702784201704,0
301.183,-13.867,-4834.27,3389820.35,4.82401267645393,16.137287068607336,0
301.18232,-13.8721,-4851.56,3389802.35,3.972675471236972,16.10426046077676,0
301.18164,-13.8772,-4798.85,3389854.36,5.300734705469603,15.385971637016981,0
301.18096,-13.8823,-4772.28,3389880.22,3.5031989565842223,17.559096930474123,0
301.18028,-13.8875,-4797.42,3389854.38,2.995008202872747,17.740460470304463,0
301.1796,-13.8926,-4794.19,3389856.9,1.799561871812642,15.1178539569605,0
301.17892,-13.8977,-4807.9,3389842.48,3.671088880416106,19.827609791673254,0
301.17824,-13.9028,-4789.15,3389860.53,3.4078749512194264,17.065780894193654,0
301.17756,-13.908,-4772.41,3389876.56,3.187584972805739,16.681978587437815,0
301.17688,-13.9131,-4714.65,3389933.62,3.160235843414423,19.051787899262134,0
301.1762,-13.9182,-4725.24,3389922.33,2.962938658384464,20.125690759920335,0
301.17552,-13.9233,-4741.5,3389905.37,3.6842479548366622,21.85868978026419,0
301.17484,-13.9285,-4716.1,3389930.07,3.7410527177422104,21.550061720964518,0
301.17416,-13.9336,-4703.93,3389941.54,5.641573523132389,21.099393705121948,0
301.17348,-13.9387,-4665.28,3389979.49,8.377749822841988,15.344244795982512,0
301.14656,-14.1383,-3339.43,3391278.35,6.263862857767182,14.033330124942246,0
301.14586,-14.1434,-3280.35,3391336.74,5.8392016648731655,14.760006551284187,0
301.14516,-14.1485,-3282.38,3391334.04,4.674477779689446,27.897827423657247,0
301.14447,-14.1537,-3277.67,3391338.07,5.430241429854751,11.888965707063502,0
301.14377,-14.1588,-3268.34,3391346.72,4.742167766566525,8.624056154601545,0
301.14308,-14.1639,-3262.09,3391352.28,5.092980186765444,8.806758910240545,0
301.14238,-14.169,-3245.3,3391368.39,4.94035572100168,7.263559627982603,0
301.14168,-14.1741,-3215.59,3391397.42,4.959524455361144,7.182068964429667,0
301.14099,-14.1792,-3219.43,3391392.9,4.8650119761032835,6.989187198809956,0
301.14029,-14.1843,-3213.04,3391398.6,4.8124758914902,8.465877594173,0
301.13959,-14.1894,-3193.19,3391417.77,5.282506997026344,12.459551303404425,0
301.1389,-14.1946,-3178.73,3391431.55,5.939493594208404,11.171197461839045,0
301.1382,-14.1997,-3143.0,3391466.61,6.706913213658793,9.042370382877525,0
301.1375,-14.2048,-3107.44,3391501.48,5.972981683506226,8.191301474483966,0
301.1368,-14.2099,-3072.91,3391535.33,6.465899496558259,4.878898988953626,0
301.13611,-14.215,-3036.8,3391570.76,6.8688662891180226,5.993436536941942,0
301.13541,-14.2201,-3013.39,3391593.49,7.386203448539232,8.89223675760791,0
301.13472,-14.2252,-2969.21,3391636.99,7.939932840515361,12.69971460269119,0
301.13405,-14.2304,-2920.53,3391684.99,9.683479980585266,16.806393633650508,0
301.13337,-14.2355,-2869.07,3391735.77,10.826352232839948,9.62162309540838,0
301.13202,-14.2457,-2729.04,3391874.45,12.794342325049374,20.71937190300598,0
301.13135,-14.2509,-2678.58,3391924.23,13.048101598403097,20.208119563203592,0
301.13067,-14.256,-2610.0,3391992.13,13.939154470762277,21.59402140009271,0
301.13,-14.2611,-2528.21,3392073.24,15.776372599038378,30.401589905416714,0
301.12933,-14.2663,-2452.61,3392148.17,17.669780417900668,35.535362348814786,0
301.12865,-14.2714,-2343.39,3392256.71,20.71665517323185,37.65629420742666,0
301.10491,-14.4509,1796.39,3396372.95,27.67758560006227,7.807961935275551,0
