long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg,roughness_rms_m,label,mission
301.1375,-14.2048,-3107.44,3391501.48,5.972981683506226,8.191301474483966,-1,
301.1368,-14.2099,-3072.91,3391535.33,6.465899496558259,4.878898988953626,-1,
301.13611,-14.215,-3036.8,3391570.76,6.868866289118023,5.993436536941942,-1,
301.13541,-14.2201,-3013.39,3391593.49,7.386203448539232,8.89223675760791,-1,
301.13472,-14.2252,-2969.21,3391636.99,7.939932840515361,12.69971460269119,-1,
301.13405,-14.2304,-2920.53,3391684.99,9.683479980585266,16.806393633650508,-1,
301.13337,-14.2355,-2869.07,3391735.77,10.826352232839948,9.62162309540838,-1,
301.13202,-14.2457,-2729.04,3391874.45,12.794342325049374,20.71937190300598,-1,
301.13135,-14.2509,-2678.58,3391924.23,13.048101598403097,20.208119563203592,-1,
301.13067,-14.256,-2610.0,3391992.13,13.939154470762276,21.59402140009271,-1,
301.13,-14.2611,-2528.21,3392073.24,15.776372599038378,30.401589905416717,-1,
301.12933,-14.2663,-2452.61,3392148.17,17.669780417900668,35.535362348814786,-1,
301.12865,-14.2714,-2343.39,3392256.71,20.71665517323185,37.65629420742666,-1,
301.10491,-14.4509,1796.39,3396372.95,27.67758560006227,7.807961935275551,-1,
301.10421,-14.456,1931.24,3396507.14,29.06784227811955,11.58828606963726,-1,
301.10351,-14.4612,2069.76,3396645.0,30.41733617815642,15.718381755328972,-1,
301.10281,-14.4663,2212.24,3396786.82,30.809704127513186,13.970588576081475,-1,
301.10211,-14.4714,2374.3,3396948.21,30.45841231359157,17.84807929755312,-1,
301.10141,-14.4765,2571.26,3397144.51,28.40165435071464,46.12620052459344,-1,
301.10071,-14.4817,2717.59,3397290.18,24.696561084230627,67.47700771822862,-1,
301.10001,-14.4868,2805.33,3397377.26,21.82876191824076,65.306474229052,-1,
301.09931,-14.4919,2812.81,3397384.07,17.975339331645735,53.0514163882606,-1,
301.09861,-14.497,2848.5,3397419.1,14.466656563366524,38.960582615918206,-1,
301.771,-13.0036,-1701.18,3393065.38,15.985635913078294,33.372449196942945,-1,
301.77031,-13.0087,-1776.79,3392989.0,14.114621439842162,35.30231024723232,-1,
301.76962,-13.0139,-1835.48,3392929.53,13.054049172099884,36.02088173964651,-1,
301.76822,-13.024,-1957.97,3392805.5,10.24059119675073,13.743428790870688,-1,
301.76754,-13.0292,-2008.37,3392754.33,9.318578725494516,8.58492344889083,-1,
301.76687,-13.0343,-2053.31,3392708.62,8.469217070527153,7.320023021119012,-1,
301.76619,-13.0394,-2094.7,3392666.45,7.957301020461355,6.145414061247573,-1,
301.76552,-13.0445,-2132.73,3392627.65,7.693626274555792,5.208175579800848,-1,
301.76484,-13.0496,-2173.43,3392586.18,7.55532201372595,4.8510969508812405,-1,
301.76417,-13.0548,-2210.71,3392548.13,7.715004464650942,5.067461449109357,-1,
301.76282,-13.065,-2298.37,3392458.93,7.915170839395666,7.687919769771645,-1,
301.76214,-13.0701,-2336.43,3392420.1,7.650539381663647,6.009334411867229,-1,
301.76147,-13.0752,-2367.04,3392388.71,7.295283606863951,7.7806638535349455,-1,
301.76079,-13.0804,-2405.81,3392349.17,7.051659637437195,14.29835833545917,-1,
301.76012,-13.0855,-2439.02,3392315.19,7.17661815662392,21.592571665092727,-1,
301.75944,-13.0906,-2451.22,3392302.22,7.740483070529017,24.65411067877904,-1,
301.75877,-13.0957,-2436.73,3392315.94,8.740262059731453,25.745816800339394,-1,
301.75809,-13.1008,-2408.47,3392343.43,11.00154615230758,44.86022377377683,-1,
301.75741,-13.106,-2399.81,3392351.32,11.845074504020458,43.33253427555062,-1,
301.75674,-13.1111,-2378.24,3392372.11,12.108722150949289,35.30000565291507,-1,
301.75605,-13.1162,-2243.16,3392506.42,15.374111741173929,36.769647937398965,-1,
301.75538,-13.1213,-2281.74,3392467.07,15.946883330608753,36.32686177524912,-1,
301.75472,-13.1265,-2256.32,3392491.73,8.062471581147822,66.3712618959946,-1,
301.75405,-13.1316,-2199.13,3392548.16,6.766743224116516,61.61041790233919,-1,
301.75338,-13.1367,-2260.28,3392486.24,12.461585356938803,70.54391607606183,-1,
301.75271,-13.1418,-2395.88,3392349.87,18.2673014910822,51.70774417018383,-1,
301.75204,-13.147,-2500.24,3392244.75,22.162456326589684,34.19986830566592,-1,
301.75137,-13.1521,-2630.43,3392113.79,21.178277948773,50.05628196796509,-1,
301.7507,-13.1572,-2725.2,3392018.25,20.29150473740973,42.26450095464518,-1,
301.75003,-13.1623,-2751.27,3391991.42,19.656198773352376,51.61811263412515,-1,
301.74935,-13.1675,-2727.08,3392014.84,18.506181529004643,63.38344720547512,-1,
301.74868,-13.1726,-2837.09,3391904.06,20.362195903916245,68.82229433477177,-1,
301.74801,-13.1777,-2998.41,3391741.98,24.000602719899668,50.382356611106495,-1,
301.74735,-13.1828,-3170.35,3391569.27,26.897117745761637,11.14626729660093,-1,
301.74668,-13.1879,-3314.73,3391424.12,27.043114966932528,8.877735683257594,-1,
301.74601,-13.1931,-3469.01,3391269.08,25.95958945601928,11.635685510984988,-1,
301.74534,-13.1982,-3612.0,3391125.32,23.96471215937004,18.49746305531903,-1,
301.74467,-13.2033,-3755.31,3390981.24,21.17839777900468,32.59389360040374,-1,
301.744,-13.2084,-3871.32,3390864.47,17.40049335923703,41.64254050975993,-1,
301.74333,-13.2135,-3956.64,3390778.38,14.29281695960111,36.81078841236579,-1,
301.74266,-13.2187,-4005.28,3390728.97,14.185274030740072,42.90068170050144,-1,
301.74199,-13.2238,-4036.46,3390697.03,16.757030068050152,61.21086039215314,-1,
301.74136,-13.2289,-4086.15,3390646.57,19.874451746943265,58.87106395212964,-1,
301.74067,-13.234,-4254.72,3390477.24,22.001942094854847,42.31880354971527,-1,
301.74,-13.2392,-4454.33,3390276.87,21.74069043239319,44.75695704959277,-1,
301.73931,-13.2443,-4577.4,3390153.04,18.956844083090346,60.423070974591056,-1,
301.73863,-13.2494,-4651.44,3390078.24,13.857680513587818,52.61914317481136,-1,
301.73794,-13.2545,-4685.81,3390043.12,9.37254367963642,27.26536326322177,-1,
301.73726,-13.2596,-4724.12,3390004.05,7.12959372529751,10.426436192026925,-1,
301.73657,-13.2648,-4756.19,3389971.22,6.146933634554326,3.139665413221824,-1,
301.73589,-13.2699,-4786.43,3389940.22,5.7200232440579954,4.6417543327609065,-1,
301.7352,-13.275,-4820.79,3389905.1,5.073429040556841,5.9625791680076485,-1,
301.73452,-13.2801,-4846.14,3389878.99,4.390014644029253,7.429749083166245,-1,
301.73383,-13.2852,-4864.29,3389860.08,3.561902962878501,7.878782310944036,-1,
301.73315,-13.2903,-4881.71,3389841.9,2.944503825922067,5.062276667661792,-1,
301.73246,-13.2955,-4897.37,3389825.48,2.486583018263962,3.452626633251726,-1,
301.73178,-13.3006,-4902.11,3389819.98,2.2473988845977853,2.4055729080120427,-1,
301.73109,-13.3057,-4916.55,3389804.79,2.073708609595116,1.8699560517671037,-1,
301.73041,-13.3108,-4927.89,3389792.69,1.992119873166915,2.0555092497797145,-1,
301.72972,-13.3159,-4938.72,3389781.1,2.083130347230526,1.3948434924832571,-1,
301.72903,-13.3211,-4949.45,3389769.61,2.044308948421106,1.6751192132477253,-1,
301.72835,-13.3262,-4958.14,3389760.16,2.1274105962133905,2.212190309255865,-1,
301.72765,-13.3313,-4969.7,3389747.85,2.0448031212368902,1.7358673912026756,-1,
301.72696,-13.3364,-4983.32,3389733.48,1.924606386065596,2.1959854830388377,-1,
301.72627,-13.3415,-4994.5,3389721.54,1.882936370838488,2.3999419994565843,-1,
301.72558,-13.3466,-5001.12,3389714.17,1.878950826075182,2.1004295524074705,-1,
301.72489,-13.3518,-5007.22,3389707.32,1.8600015934702487,2.0250311248365414,-1,
301.7242,-13.3569,-5021.31,3389692.48,1.8840596305717463,1.982378579366104,-1,
301.72351,-13.362,-5033.57,3389679.46,1.9298313243745917,1.6565159912732523,-1,
301.72282,-13.3671,-5043.23,3389669.05,1.9659330773021824,1.7550099110308806,-1,
301.72214,-13.3722,-5051.32,3389660.21,1.8526269793921155,1.1732643229924125,-1,
301.72145,-13.3774,-5060.48,3389650.3,1.732422954085025,1.397643027668212,-1,
301.72076,-13.3825,-5073.49,3389636.53,1.6409168443030917,1.6480254770239944,-1,
301.72007,-13.3876,-5081.25,3389628.02,1.6615816918002042,1.7684796564362706,-1,
301.71938,-13.3927,-5086.69,3389621.83,1.6376232128400663,1.6957579086304673,-1,
301.71869,-13.3978,-5094.43,3389613.34,1.3779076303062827,3.0695578108660158,-1,
301.718,-13.4029,-5106.58,3389600.43,1.346483674850585,3.1253041384255984,-1,
301.71731,-13.4081,-5115.37,3389590.89,1.3404951157871674,3.2438303654846075,-1,
301.71662,-13.4132,-5111.48,3389594.03,1.2130631673267096,3.103256778699385,-1,
301.71594,-13.4183,-5124.86,3389579.9,1.0434034850556737,2.6684248283324803,-1,
301.71525,-13.4234,-5132.23,3389571.77,1.0390843557566816,2.685899542665525,-1,
301.71456,-13.4285,-5133.84,3389569.41,1.078982577971724,2.468436087517223,-1,
301.71386,-13.4337,-5139.38,3389563.13,0.8669517431434108,0.9834142405577512,-1,
301.71318,-13.4388,-5145.25,3389556.51,0.8015829158515984,1.070603714306372,-1,
301.71249,-13.4439,-5149.6,3389551.42,0.7840616489815972,1.2409267115266207,-1,
301.7118,-13.449,-5152.44,3389547.83,0.6870442889208608,1.10883763498599,-1,
301.71111,-13.4541,-5155.38,3389544.14,0.5020805613870598,1.5365779988682189,-1,
301.71042,-13.4592,-5157.72,3389541.06,0.5257163293250218,1.603197886222544,-1,
301.70974,-13.4644,-5162.35,3389535.68,0.5177858999695427,1.960071443079052,-1,
301.70905,-13.4695,-5159.63,3389537.66,0.5272894212295284,1.707946104598295,-1,
301.70836,-13.4746,-5168.59,3389527.95,0.4480752897893821,1.866575522928664,-1,
301.70767,-13.4797,-5166.82,3389528.97,0.2343730946281779,2.7728756357741866,-1,
301.70699,-13.4848,-5169.82,3389525.23,0.1877197585287452,2.5673592761601776,-1,
301.7063,-13.49,-5170.31,3389523.99,0.0774726026994809,1.1893689045651503,-1,
301.70561,-13.4951,-5167.56,3389525.99,0.0986633569995688,1.2127772119371247,-1,
301.70492,-13.5002,-5167.81,3389525.0,0.240846906441823,0.6254856216150473,-1,
301.70423,-13.5053,-5167.16,3389524.9,0.2734098727896396,0.5675059196536758,-1,
301.70355,-13.5104,-5165.66,3389525.66,0.3022721659692938,0.6552265200415253,-1,
301.70286,-13.5155,-5163.53,3389527.04,0.5124665968008206,1.8491581061600388,-1,
301.70217,-13.5207,-5162.27,3389527.55,0.634744417163284,2.1450875214054284,-1,
301.70148,-13.5258,-5160.19,3389528.89,0.5769503117171,3.4340150232163884,-1,
301.70079,-13.5309,-5161.68,3389526.65,0.3884392531118624,4.259122855664429,-1,
301.69873,-13.5463,-5155.66,3389530.45,0.2509366958890637,3.026066070216881,-1,
301.69804,-13.5514,-5153.18,3389532.19,0.2649347790261667,1.7325591344805655,-1,
301.69736,-13.5565,-5151.23,3389533.4,0.4797170318884585,1.7645430108746585,-1,
301.69667,-13.5616,-5150.94,3389532.95,0.635774618732287,2.5022474392953504,-1,
301.69598,-13.5667,-5145.67,3389537.48,0.6615077275989326,2.240560436683781,-1,
301.69529,-13.5718,-5141.35,3389541.07,0.7048352191772876,2.189816188384948,-1,
301.6946,-13.577,-5130.36,3389551.32,0.7496675489865664,2.1716758452582265,-1,
301.69392,-13.5821,-5135.5,3389545.44,0.74350006560814,2.217556643667633,-1,
301.69323,-13.5872,-5130.21,3389549.99,0.8518851395567499,2.360825411516024,-1,
301.69254,-13.5923,-5125.42,3389554.04,0.9745344565077926,2.754486981772194,-1,
301.69185,-13.5974,-5119.42,3389559.3,1.2054338161789862,1.3414271648298493,-1,
301.69116,-13.6025,-5113.12,3389564.87,1.318473298291883,1.3931133413282917,-1,
301.69048,-13.6077,-5104.78,3389572.47,1.462077198903916,1.1943443369561937,-1,
301.68979,-13.6128,-5097.66,3389578.85,1.6652608783013334,2.1072987328424606,-1,
301.6891,-13.6179,-5089.57,3389586.2,2.180956365567969,5.6337095983346135,-1,
301.68841,-13.623,-5080.87,3389594.16,2.978451787100469,8.362663457055579,-1,
301.68772,-13.6281,-5064.98,3389609.31,3.944822557593681,8.697718326370223,-1,
301.68703,-13.6333,-5043.85,3389629.7,4.9200604242347135,7.81251442652106,-1,
301.68633,-13.6384,-5019.05,3389653.77,5.734446199741319,7.1097282257110415,-1,
301.68565,-13.6435,-4987.29,3389684.8,6.141468978466931,6.816751944677183,-1,
301.68496,-13.6486,-4951.6,3389719.76,6.458153363645535,5.779502495789335,-1,
301.68428,-13.6537,-4911.77,3389758.85,6.475441164003924,5.237832254503759,-1,
301.68359,-13.6589,-4879.46,3389790.43,7.396081715999053,20.32339930311346,-1,
301.68291,-13.664,-4855.31,3389813.85,10.314733254958412,39.83451236286491,-1,
301.68223,-13.6691,-4833.79,3389834.64,13.5073030667013,49.23948021300418,-1,
301.68154,-13.6742,-4726.17,3389941.53,16.622560740014052,51.08311699709804,-1,
301.68085,-13.6793,-4630.61,3390036.36,19.21681443003385,38.45712308745408,-1,
301.68016,-13.6844,-4479.26,3390186.98,18.69480184341729,44.93887992927556,-1,
301.67948,-13.6896,-4354.03,3390311.47,14.26472464949667,62.40080207603332,-1,
301.67879,-13.6947,-4290.2,3390374.57,10.157480778648708,53.60115106357681,-1,
301.67811,-13.6998,-4312.16,3390351.88,6.046471212339807,35.241650473351825,-1,
301.67742,-13.7049,-4338.2,3390325.11,5.617235381278636,27.9970441986833,-1,
301.67674,-13.71,-4265.21,3390397.37,9.266140845065271,41.595380706063146,-1,
301.67606,-13.7151,-4308.04,3390353.81,13.4157639634958,56.32443293087913,-1,
301.67537,-13.7203,-4377.52,3390283.6,16.30513026970454,49.39256456991098,-1,
301.67469,-13.7254,-4482.26,3390178.12,17.25916041582436,30.309815420342705,-1,
301.67401,-13.7305,-4605.59,3390054.06,18.608967360091174,20.985085165390544,-1,
301.67333,-13.7356,-4710.98,3389947.94,18.507960126707623,27.331633829784643,-1,
301.67266,-13.7407,-4778.3,3389879.89,16.610138185732715,37.13926154830081,-1,
301.67198,-13.7458,-4866.58,3389790.89,14.258357845896862,43.049760970463744,-1,
301.6713,-13.751,-4910.77,3389745.97,11.109222655006866,40.02556560610456,-1,
301.67061,-13.7561,-4938.59,3389717.43,10.268345527632505,41.79985745618559,-1,
301.66993,-13.7612,-4971.84,3389683.45,7.947408582535321,28.064452350193672,-1,
301.66925,-13.7663,-5020.31,3389634.26,6.312538057667308,6.691416958828904,-1,
301.66857,-13.7714,-5053.25,3389600.6,5.53261981770687,10.149470911505643,-1,
301.66789,-13.7765,-5079.34,3389573.78,4.584902302646529,10.743118208715597,-1,
301.6672,-13.7817,-5096.47,3389555.93,3.592446669377318,5.907855237235021,-1,
301.66652,-13.7868,-5111.56,3389540.11,2.874667222379289,4.387708508737139,-1,
301.66584,-13.7919,-5126.0,3389524.95,2.186262657755632,5.093333163006776,-1,
301.66516,-13.797,-5140.11,3389510.11,1.2638566975641996,9.163899066016848,-1,
301.66447,-13.8021,-5147.33,3389502.17,0.9126405581225292,7.633481103815447,-1,
301.66379,-13.8072,-5146.89,3389501.88,0.8658446439449979,7.215281815242278,-1,
301.66311,-13.8124,-5130.79,3389517.26,0.823872843770151,7.054329087305987,-1,
301.66243,-13.8175,-5150.87,3389496.46,1.0885395435190195,7.216914411030939,-1,
301.66174,-13.8226,-5165.86,3389480.74,1.415887661154411,5.947960454310016,-1,
301.66106,-13.8277,-5166.92,3389478.96,1.3479765887604265,6.441985530766496,-1,
301.66038,-13.8328,-5177.3,3389467.85,0.8113866367992735,4.418778852977449,-1,
301.65969,-13.8379,-5181.31,3389463.12,0.4730867887237638,3.377644755143739,-1,
301.65901,-13.8431,-5174.05,3389469.66,0.4942503708319439,3.411530988775887,-1,
301.65833,-13.8482,-5181.94,3389461.05,0.3521899983051889,2.854861006434485,-1,
301.65764,-13.8533,-5179.94,3389462.33,0.4934902365658221,2.9437890772250848,-1,
301.65696,-13.8584,-5187.91,3389453.64,0.7480354013905764,1.4422368632191531,-1,
301.65628,-13.8635,-5189.61,3389451.23,0.5760218062527905,1.840168054197874,-1,
301.6556,-13.8686,-5194.28,3389445.84,0.4348857630006701,2.861897520978845,-1,
301.65491,-13.8738,-5197.63,3389441.77,0.4347660096177612,2.861723969420523,-1,
301.65423,-13.8789,-5195.66,3389443.02,0.5469153912578495,3.176311873723243,-1,
301.65355,-13.884,-5192.75,3389445.22,0.6190071428066073,3.260749633887907,-1,
301.65287,-13.8891,-5205.7,3389431.55,0.6897588880920764,3.025835063174303,-1,
301.65218,-13.8942,-5210.22,3389426.31,0.7097473000568655,2.8955305194424,-1,
301.6515,-13.8994,-5212.68,3389423.13,0.5114233531355684,3.942751217553112,-1,
301.65082,-13.9045,-5215.07,3389420.03,0.2216017907655354,2.039526301598485,-1,
301.65014,-13.9096,-5215.15,3389419.23,0.1392110322036643,1.6963499074295962,-1,
301.64945,-13.9147,-5210.78,3389422.88,0.163632091956156,1.3070498720708308,-1,
301.64877,-13.9198,-5213.6,3389419.34,0.2385275930659993,1.1861112638055669,-1,
301.64809,-13.925,-5212.38,3389419.85,0.2262271611489729,1.2303910309742172,-1,
301.64741,-13.9301,-5210.44,3389421.07,0.1822372320188766,1.2524547233008063,-1,
301.64672,-13.9352,-5207.63,3389423.16,0.1326944879113137,2.2306623316446776,-1,
301.64604,-13.9403,-5208.58,3389421.49,0.1441314099511587,2.6509200368335297,-1,
301.64536,-13.9454,-5206.94,3389422.42,0.2653900900918613,3.499839416746364,-1,
301.64468,-13.9506,-5204.67,3389423.98,0.6144557303072081,4.466915291570089,-1,
301.64399,-13.9557,-5206.33,3389421.6,0.8458293865263499,3.729708670187039,-1,
301.64331,-13.9608,-5201.84,3389425.38,0.9518855164567354,3.413719848685681,-1,
301.64263,-13.9659,-5192.24,3389434.27,0.9557276689383988,3.8085136266194,-1,
301.64195,-13.971,-5183.08,3389442.72,0.8886254326245675,4.164625642218108,-1,
301.64126,-13.9761,-5180.9,3389444.19,0.7505667743682836,3.869550572971902,-1,
301.64058,-13.9813,-5180.13,3389444.25,0.6373180109140373,2.326447477204129,-1,
301.6399,-13.9864,-5178.93,3389444.74,0.6659674611919663,2.4656590267322485,-1,
301.63921,-13.9915,-5180.31,3389442.65,1.123068059273964,4.643739502650503,-1,
301.63853,-13.9966,-5174.78,3389447.47,1.635151806229034,4.928987816168265,-1,
301.63785,-14.0017,-5171.49,3389450.05,2.555582631357289,6.558098963300755,-1,
301.63717,-14.0069,-5156.98,3389463.85,3.889279017443883,9.152278851025551,-1,
301.63648,-14.012,-5147.15,3389472.97,4.153162975912252,9.129708013884596,-1,
301.6358,-14.0171,-5119.84,3389499.57,3.005310162308092,17.529866366705168,-1,
301.63512,-14.0222,-5080.79,3389537.92,1.867978006299577,20.10411105122608,-1,
301.63443,-14.0273,-5111.37,3389506.62,1.6939567613794784,19.31187291294646,-1,
301.63375,-14.0325,-5151.23,3389466.05,2.381158054131244,21.355337524031043,-1,
301.63307,-14.0376,-5144.72,3389471.85,2.23492471207732,21.15533953247716,-1,
301.63239,-14.0427,-5102.77,3389513.09,2.0103648328954744,19.0454052341436,-1,
301.63171,-14.0478,-5050.19,3389564.96,1.9373742645919507,18.54555893078936,-1,
301.63102,-14.0529,-5078.8,3389535.65,1.8214843597274075,15.831653998542752,-1,
301.63034,-14.0581,-5090.29,3389523.46,1.7315714037475076,11.980348703855157,-1,
301.62966,-14.0632,-5091.02,3389522.03,1.7077331493119403,12.606963438928544,-1,
